llm_job_desc	full description	job id
"> **Summary:**
> 
> This job description outlines the responsibilities of an Endorsements Visual Arts Specialist, who will provide support and guidance to educators in the implementation and delivery of the Visual Arts endorsement program for high school students.
> 
> **Responsibilities:**
> 
> * Provide technical assistance and support to teachers and administrators in the development and implementation of Visual Arts curriculum and instructional resources
> * Facilitate professional development opportunities for educators to enhance their knowledge and skills in Visual Arts
> * Collaborate with higher education institutions to ensure alignment between high school and college-level Visual Arts programs
> * Monitor student progress and provide feedback to teachers and students on curriculum effectiveness
> * Assist with the development and implementation of assessment programs to measure student learning in Visual Arts
> 
> **Skills Required:**
> 
> * Strong understanding of Visual Arts education principles and best practices
> * Expertise in curriculum development and instructional design
> * Excellent communication and interpersonal skills
> * Proven ability to work collaboratively with diverse stakeholders
> * Proficiency in technology applications relevant to Visual Arts education"	EndorsementsVisual Arts (previously Art)Job Attachment View Attachment	3873990766
"> **Summary:**
> 
> Entry-level Assistant Event Coordinator responsible for assisting with marketing strategies, coordinating event logistics, and serving as an Event Manager when required.
> 
> **Responsibilities:**
> 
> * Assist with marketing strategy development
> * Coordinate event setup, merchandising, and inventory control
> * Process, generate, and track sales
> * Plan event logistics, timelines, and schedules
> * Serve as Event Manager as needed
> 
> **Skills Required:**
> 
> * 1-2 years of marketing, sales, or customer service experience
> * Positive attitude and competitive spirit
> * Effective problem-solving skills
> * Ability to work in a fast-paced environment
> * Confidence in public speaking
> * Familiarity with retail, marketing, sales, or promotional events"	We work with the largest retailers in the nation to provide our customers with exclusive access to top-of-the-line brands and products. Due to increased demand from both our clients and retail partners, we are currently hiring an Assistant Event Coordinator immediately.Entry Level Assistant Event Coordinator Responsibilities:Assist the Promotions Team in developing and executing marketing strategies for each eventCoordinate event activities including event setup, visual merchandising and inventory controlProcess, generate and track event salesCoordinate event logistics, timelines and schedulesServe as Event Manager when necessaryEntry Level Assistant Event Coordinator Requirements:1-2 years of marketing, sales, or customer service experiencePositive attitude and competitive spiritAble to problem solve effectivelyAbility to work in a fast-paced marketing and sales environmentComfortable speaking in front of both small and large groupsStrong desire to work in the retail/ marketing/ sales or promotional event fieldPowered by JazzHRhSi64kenT5	3876188504
"> **Summary:**
> OneStaff Medical is hiring a travel nurse RN for home health care in Owings Mills, Maryland for a 13-week assignment.
> 
> **Responsibilities:**
> * Provide nursing care to patients in their homes
> * Primarily work with elderly patients or children with developmental/mobility issues
> 
> **Skills Required:**
> * RN license
> * Experience in home health care
> * Excellent communication and interpersonal skills
> * Ability to work independently and as part of a team"	OneStaff Medical is seeking a travel nurse RN Home Health for a travel nursing job in Owings Mills, Maryland.Job Description & RequirementsSpecialty: Home HealthDiscipline: RNStart Date: ASAPDuration: 13 weeks40 hours per weekShift: 8 hours, daysEmployment Type: TravelA Home Health Care Nurse works with patients in their homes. These nurses mainly work with the elderly, but sometimes work with younger children who have developmental or mobility issues. A Home Health Care Nurse is great for people that would rather work outside of a hospital.Weekly amount stated in the job postings is scaled based on estimated hourly wages and potential stipends available for the location of the assignment. Hourly wages are based on various factors including but not limited to: experience, demand, availability, location, etc. Please contact one of our amazing OneStaff Recruiting Specialists for more details.**Equal Opportunity Employer**OneStaff Medical Job ID #1067007. Pay package is based on 8 hour shifts and 40 hours per week (subject to confirmation) with tax-free stipend amount to be determined. Posted job title: RN HOME HEALTH 8 hour Day Shift.About OneStaff MedicalYou deserve a partner that is working for you. Be bold and let us do just that. We’ll take care of you while you are away from your own “home base” in every way we can, and ideally do more than you expect.Your team at OneStaff is dedicated to finding the perfect assignments (for you), negotiate the best rates and handles any issues that may arise while you are on assignment. We take great pride in building relationships with our traveling professionals and we enjoy hearing about your experiences. Whatever the need, we are here to help along the journey.We understand you are the heart and soul of what we are. Whether it is housing, payroll, travel, benefits, or just a friendly voice to talk to, we are there every step of the way. The company you choose is the most important decision you will make in your traveling career. We get that, so we’re committed to you 24 hours-a-day, 7 days-a-week. We’re your “one” solution in travel assignments and here to assist whether helping with accelerating your trajectory towards your career goals or meeting your travel requirements.BenefitsWeekly payHoliday PayGuaranteed Hours401k retirement planPet insuranceCompany provided housing optionsSick payWellness and fitness programsReferral bonusMedical benefitsDental benefitsVision benefits	3876309146
"> **Summary:**
> 
> Senior Project Manager sought for consulting engagements with nonprofit and association clients. Responsible for project planning, execution, and client relationship building.
> 
> **Responsibilities:**
> 
> * Act as primary contact and build client relationships
> * Lead cross-functional teams using agile and waterfall methodologies
> * Develop and manage project scope, budget, and schedule
> * Report on project status and progress to stakeholders
> * Ensure resource availability and effective utilization
> * Manage project risks and disruptions
> 
> **Skills Required:**
> 
> * 7+ years of consulting project management experience
> * Experience in nonprofit and/or association markets
> * Strong communication, organizational, and leadership skills
> * Ability to manage multiple projects concurrently
> * PMP certification preferred
> * Knowledge of Salesforce and change management frameworks
> * Adaptability, critical thinking, and initiative
> * Commitment to diversity and inclusion"	We are seeking a skilled Senior Project Manager to lead consulting engagements with our nonprofit and association clients. This individual will have demonstrated a track record of building strong client relationships as a trusted advisor while also leading a cross-functional team of consultants, developers, and business analysts to execute upon projects and own all aspects of the project execution, performance, budget, and schedule.In this role, you will:Act as the face of Fíonta and build meaningful relationships with our clients. You are ultimately accountable for the overall success of the engagement.Be embedded with cross-functional team(s) and facilitate the planning and execution of Salesforce projects by blending agile, scrum, and waterfall methodologies to right-size project management. Ensure developed solutions align with functional requirements.Develop and manage the overall scope of the engagement while also tracking project budgets/financials.Report on your project’s health and progress to internal and external stakeholders. Ensure the right resources are available and engaged in the project at the right time and that project budgets are effectively planned to ensure effective consultant utilization throughout the project lifecycle.Proactively manage project slowdowns, staffing reassignments, and emerging issues to minimize the disruption to the client relationship, project, and consultant utilization.As a member of our project management staff:You have worked on a wide variety of projects: You have collaborated with technical and non-technical team members to complete small projects with a straightforward objective, and large projects with a large number of requirements and a less clear end state.You have a strong understanding of project management tools: You own schedule, scope, and budget for projects that you work on, and manage relationships and resources comfortably as you go about your day. Ideally, you have your PMP, or you could get it with a little time to prepare. You know Salesforce: You might not be an implementation wizard yourself, but you know the basics of Salesforce and can handle administrative tasks like adding fields and pulling reports. You know change management: You've worked with a couple of different change management frameworks, and know what works and what doesn't. You are a strong translator: You often serve as the go-between for the client and the technical staff, and you’re able to translate client needs into technical requirements, and technical questions into language the client can understand.You are adaptable: The idea of working on multiple projects of different sizes within different organizations excites you.You have embraced the nonprofit mission: You know the nonprofit world very well, and you’re able to understand and empathize with client struggles and help identify solutions to their challenges.You are a critical thinker: You don’t need to be told how to get from point A to point B. You are up for the challenge of figuring out how the pieces of a given project fit together.Qualifications:7+ years of consulting project management skills including managing client relationships and communicationsExperience managing projects in the Nonprofit and/or Association markets is desiredAbility to lead multiple teams through the lifecycle of concurrent projects Strong communication and organizational skillsPMP certification preferredFíonta Employees:Take initiative: identify a need or opportunity to benefit the customer or company and take appropriate steps to fill or achieve itOrient towards customers: proactively support Fíonta’s clients and would-be clients by considering and advocating for their needsPossess exceptional organizational and time management skills: manage workload across multiple projects, taking priority into considerationSolve problems creatively: think outside of the box and develop innovative solutions to challenging problemsConsistently display honesty and integrity: exhibit an intuitive understanding of the “right thing” and a track record of doing so.Fíonta is committed to hiring and retaining a diverse workforce. We are proud to be an Equal Opportunity Employer, making decisions without regard to race, color, religion, sex, sexual orientation, gender identity, gender expression, marital status, national origin, age, veteran status, disability, or any other protected class.All your information will be kept confidential according to EEO guidelines.Powered by JazzHR1PLha0OZy8	3876185784
"> **Summary:**
> 
> NuWest Travel Nursing seeks a travel nurse RN Med Surg for a 13-week assignment in Livingston, Montana, starting on 04/08/2024. This full-time position requires 12-hour night shifts and offers a salary range of $1964.74 - $2311.46 per week with benefits.
> 
> **Responsibilities:**
> 
> * Provide nursing care to medical-surgical patients
> * Assess patient needs, develop and implement care plans
> * Administer medications, monitor vital signs, and perform treatments
> * Collaborate with physicians, other healthcare professionals, and family members
> * Maintain accurate patient records and communicate effectively with team members
> 
> **Skills Required:**
> 
> * RN license with a minimum of 3 years experience in Med/Surg or similar settings
> * BLS and ACLS certification, with PALS certification preferred
> * Strong critical thinking and problem-solving abilities
> * Excellent communication and interpersonal skills
> * Ability to work independently and as part of a team
> * Experience in critical access is a plus"	NuWest Travel Nursing is seeking a travel nurse RN Med Surg for a travel nursing job in Livingston, Montana.Job Description & RequirementsSpecialty: Med SurgDiscipline: RNStart Date: 04/08/2024Duration: 13 weeks36 hours per weekShift: 12 hours, nightsEmployment Type: Travel$1964.74 - $2311.46 Per Week Benefits Inc. Medical, Dental, Vision BLS and ACLS required and PALS is a big plus (can discuss). At least two traveling contracts completed. Minimum 3 years RN experience in Med/Surg or similar environments. Critical Access	3876314202
"> **Summary:**
> 
> Travel Nurse RN (Med Surg) for a 13-week assignment in Bangor, Maine, providing direct patient care within the healthcare facility's unit-specific job description.
> 
> **Responsibilities:**
> 
> * Deliver patient care using the nursing process
> * Perform duties outlined in the healthcare facility's job description
> 
> **Skills and Requirements:**
> 
> * RN degree and current unrestricted RN license in the state
> * Previous work experience as an RN
> * Ability to lift up to 80 pounds with proper techniques
> * Ability to stand and walk for extended periods
> * Exposure to and handling of chemicals, radiation, infectious diseases, and blood borne pathogens"	Magnet Medical is seeking a travel nurse RN Med Surg for a travel nursing job in Bangor, Maine.Job Description & RequirementsSpecialty: Med SurgDiscipline: RNStart Date: 04/23/2024Duration: 13 weeks48 hours per weekShift: 12 hours, daysEmployment Type: TravelPurpose Of The PositionResponsible for the delivery of direct patient care using the nursing process and as defined by the healthcare facility in their unit specific job description.RequirementsGraduate of an RN programPrevious work experience as an RNCurrent unrestricted RN license in the stateWorkplace ConditionsFrequent lifting, bending, and reachingMay require lifting to 80 pounds (using proper techniques)May require standing and walking 2-5 hours at a timeMay have exposure to chemicals, radiation, infectious diseases/waste and/or blood borne pathogensMagnet Medical Job ID #25907266. Pay package is based on 12 hour shifts and 48.0 hours per week (subject to confirmation) with tax-free stipend amount to be determined. Posted job title: RN:MedSurg,07:00:00-19:00:00	3876309500
"> **Summary**
> 
> Stoic Management Group, a communication firm specializing in relationship-based outreach, seeks a Marketing Associate to promote client brands and enhance consumer experiences.
> 
> **Responsibilities**
> 
> * Communicate brand messaging effectively to potential customers
> * Build relationships during customer interactions
> * Solve problems creatively
> * Gain in-depth brand knowledge
> * Provide customer feedback to management
> * Attend weekly strategy meetings
> * Network with fellow professionals
> 
> **Skills Required**
> 
> * Degree in Marketing, Business Management, or Communications (desired)
> * Strong communication and interpersonal skills
> * Problem-solving ability
> * Desire for professional growth
> * Ability to manage and implement feedback
> * Relevant experience in marketing, promotions, or sales (helpful)"	With years of experience in the communication field, Stoic Management Group has created relationship-based methods focused on our innovative marketing outreach techniques. There is no secret to our success. We simply build genuine, respectful, and transparent relationships with our clients and exceed their expectations. Our mission is to teach all our Marketing Associates practical communication skills to create a more authentic consumer experience, resulting in an increased brand reputation for our expanding clientele.Our company was built on the philosophy of leading by example, encouraging competition, and maintaining a respectful work environment. As a Marketing Associate, you will communicate with top sales and marketing executives to take our client's brands to new heights. We are seeking a Marketing Associate who is eager to excel, willing to learn from industry leaders, and ready to bring their ideas to the table.Responsibilities for the Marketing Associate include:Relay brand messaging professionally and promote our client’s services directly to potential customers.Communicate effectively and appropriately to create connections during customer interactions.Learn to solve problems creatively while demonstrating high integrity.Build brand knowledge to adequately communicate each featured product/service offering adequately to consumers.Provide support and report customer feedback to the Marketing Associate Manager to increase customer retention. Attend weekly meetings to discuss marketing strategies and client needs.Create networking connections with other Marketing Associate professionals to understand better and improve communication tactics.For the Marketing Associate position, we are looking for candidates with the following requirements:A degree in Marketing, Business Management, or Communications is desired.Ability to stay level-headed and take the initiative when problems arise.Strong communication and interpersonal skills to relate to a variety of people.Desire to expand skillset and eager to grow professionally.Ability to manage feedback from other Marketing Associates proactively and implement changes immediately.Relevant experience in past marketing, promotions, or sales roles is helpful.Powered by JazzHRWsmHt4HAz2	3876191084
"> **Summary:**
> 
> The Substitute Teaching Program Coordinator at Making Waves Academy is responsible for overseeing the substitute teacher program school-wide. This role involves providing leadership to substitutes, maintaining systems and practices, fostering communication, and aligning with the school's mission and values.
> 
> **Responsibilities:**
> 
> * Provide leadership to on-site and agency substitute teachers
> * Supervise, observe, and evaluate substitute teachers
> * Facilitate meetings with school leaders to improve the substitute program
> * Ensure compliance with credential requirements
> * Foster partnerships with substitute teacher agencies
> * Oversee the substitute management system
> * Develop onboarding and orientation programs for substitutes
> * Establish an Observation and Feedback System for substitutes
> * Create accountability mechanisms for task completion
> * Align professional development plans with school objectives
> * Cultivate productive relationships with stakeholders
> * Communicate with Assistant Principals and Deans regarding student behavior and progress
> * Participate in school community activities
> 
> **Skills Required:**
> 
> * Supervisory experience
> * Professional administrative experience
> * Customer service experience
> * Proficiency in technology
> * Ability to promptly address issues
> * Develop and implement strategies to inform substitutes
> * Exceptional communication skills
> * High organizational skills
> * Conflict resolution skills
> * Training program design and delivery
> * Professional orientation
> * Collaboration and independent work skills
> * Analytical skills
> * Adaptability
> * Ability to communicate with diverse communities
> * Upholding school policies and procedures
> * Understanding of education technology and platforms
> * Spanish language proficiency (preferred)"	Job DescriptionTitle: Substitute Teaching Program CoordinatorDivision: School-wideReports to: Assistant Principal, Upper School (subject to change)Status: Full-time, Exempt (Year-Round), CalSTRS Retirement Eligible -Supervises: On-Site and Contracted Agency Substitute TeachersSalary Range: $72,000-$82,000 + $12,000 Temporary Cost of Living Allowance andPosition SummaryThe Substitute Teaching Program Coordinator position at Making Waves Academy, reporting to the Assistant Principal, is essential for efficiently managing the school-wide substitute teacher program. Key responsibilities include overseeing programmatic systems and reporting, promptly filling on-site and agency substitute vacancies, and maintaining daily communication with Assistant Principals and the Principal.In addition to these duties, the Substitute Teaching Program Coordinator assumes a key role in the comprehensive onboarding and orientation of on-site and agency substitute teachers, ensuring alignment with MWA's expectations for instructional staff. This involves introducing substitutes to the school's mission, values, instructional methodologies, and classroom policies. The commitment to effective orientation empowers substitutes to seamlessly integrate into the school community, upholding the high standards expected of instructional staff. This multifaceted position is integral to maintaining instructional continuity and fostering excellence in education within the MWA community.Primary ResponsibilitiesLeadership and ComplianceProvide leadership to on-site and agency substitute teachers, embodying the school's mission, vision, and values in aspects such as direction, order, pace, communication, and community engagement.Provide effective supervision, observation, and evaluation with written feedback from substitute team members to ensure optimal performance and adherence to established standards.Facilitate regular meetings with Assistant Principals and school leaders to systematically assess and improve the substitute program, ensuring alignment with instructional expectations and fostering continuous enhancement.Ensure that substitute teachers cover all classes with a 30-day Emergency substitute permit or a California teaching credential as required by the California Commission on Teacher Credentialing.Foster collaborative partnerships with substitute teacher agencies to ensure stringent compliance with established criteria, encompassing thorough policy reviews.School-wide Systems and PracticesOversee the substitute management system by maintaining daily updates to the database, regularly sharing comprehensive weekly absence reports with school leaders, managing the issuance of substitute requests for all teachers as needed, promptly responding to messages from teachers and sub-agencies, collaborating closely with Assistant Principals to enforce the substitute request protocol, and identifying individuals capable of planning and grading for substitute requests within the school as needed.Develop and implement a comprehensive onboarding training program for new substitute teachers, encompassing HR onboarding for agency subs and essential elements like first-day welcome, campus orientation, student rapport building, and classroom management. This includes timely collaboration with other departments to ensure agency substitutes have the necessary equipment and information.Establish a structured onboarding/induction training program for long-term substitutes, spanning approximately 6-8 additional sessions beyond the initial orientation, and conduct walkthroughs to assess substitute teachers’ performance with MWA reps during and after training.Implement a robust Observation and Feedback System for agency and on-site substitute teachers, including structured classroom observations, feedback mechanisms, and follow-up processes.Create a practice for task completion accountability, including attendance, grading, lesson planning, and grade input, with weekly reporting to school leadership, ensuring that substitute teachers complete these tasks accurately and timely.Align professional development plans with the school's objectives.CommunicationCultivate productive relationships with contracted agencies and various community members, including parents, students, faculty, staff, board members, visitors, and administrators.Additional Responsibilities And ExpectationsMission AlignmentDemonstrate knowledge of and support Making Waves Academy’s mission, core values, standards, competencies, and code of conduct outlined in the Employee Handbook.Participate in the school community – attending school competitions, performances, assemblies, and extracurricular activities.OtherCommunicate with Assistant Principals and Deans to ensure that student behavior and academic progress are addressed when a substitute teacher is present.Participate in division-specific morning huddles as needed.Perform additional duties as assigned.Work EnvironmentThis job operates in a professional office and classroom environment. This role routinely uses standard office equipment such as laptop computers, photocopiers, and smartphones.Physical DemandsWhile performing the duties of this job, the employee may be required to adhere to the following:Frequently walk across the middle and upper school campus or climb stairs.Participate in campus supervision duty each week – Monday through Friday. The frequency may vary based on each semester’s supervision assignment.Lift files, open filing cabinets, bend or stand on a stool as necessary, and sit for long periods.TravelSome travel is required for MWA-related events, such as workshops or conferences.QualificationsExperienceSupervisory experience showcasing effective supervision, data-informed decision-making, and follow-up.Professional administrative experience demonstrating leadership, attention to detail, and organizational skills.Direct customer service experience with a focus on responsiveness and effective communication.Proficiency in common technological interfaces/platforms, including Microsoft Suite, Google Suite, Zoom, GoToMeeting, etc.SkillsAbility to promptly address issues with substitute teachers for smooth program operation.Develop and implement strategies to keep substitute teachers informed of expectations, policies, and relevant updates.Demonstrate exceptional communication skills in interactions with staff, students, and families, fostering a positive atmosphere.Possess high organizational skills, focusing on goals and details and achieving positive outcomes.Skill in resolving conflicts among substitute teachers, staff, or stakeholders for a positive working environment.Ability to design and deliver effective training programs for substitute teachers, enhancing their skills and integration into the school community.Exhibit a professional orientation, including appearance, communication, organization, and attitude, reinforcing a culture of excellence.Showcase the ability to work collaboratively while independently thriving in fast-paced environments with limited supervision, ensuring seamless coordination.Analytical skills to interpret data related to substitute teacher performance, program effectiveness, and attendance records for continuous improvement.Demonstrate adaptability and alignment with school-related initiatives, showcasing a commitment to evolving leadership roles.Ability to communicate with and build relationships with students and their families in the culturally and linguistically diverse MWA community, promoting inclusivity.Proficient in upholding and reinforcing school policies and procedures when addressing students and families, ensuring a consistent and fair approach.Showcase a deep understanding of technology and literacy learning platforms, enhancing efficiency and effectiveness in the role (Microsoft Office Suite, PowerSchool, Canvas, Blackboard, Google Drive, Calendar).EducationBachelor’s Degree requiredLicenses or Certificates NeededEmployment eligibility will include fingerprints, tuberculosis, and other employment clearancesPreferred but not requiredFive or more years of classroom teaching experienceCurrent or eligibility for a CA teaching credential or substitute teaching permitPassing CBEST scores Spanish language proficiencyReasonable AccommodationConsistent with its obligations under the law, MWA will provide reasonable accommodation to any employee with a disability who requires accommodation to perform the essential functions of his or her job.Equal Employment Opportunity Is Our PolicyMaking Waves Academy is an equal opportunity employer. It is the policy of the School to afford equal employment and advancement opportunities to all qualified individuals without regard to their perceived or identified: race (including traits historically associated with race, such as hair texture and hairstyle, including but not limited to braids, locks, and twists); color; gender, (including gender identity, gender expression, and transgender identity, whether or not the employee is transitioning or has transitioned); sex (including pregnancy, childbirth, breastfeeding, and medical conditions related to such); religious creed (including religious dress and grooming practices); marital/registered domestic partner status; age (forty (40) and over); national origin or ancestry (including native language spoken and possession of a driver’s license issued to persons unable to prove their presence in the U.S. is authorized by federal law); physical or mental disability (including HIV and AIDS); medical condition (including cancer and genetic characteristics); taking of a leave of absence pursuant to the Family Medical Leave Act (“FMLA”), Pregnancy Disability Leave (“PDL”) law, Americans with Disabilities Act (“ADA”), California Family Rights Act (“CFRA”), the Fair Employment and Housing Act (“FEHA”), or laws related to domestic violence, sexual assault, and stalking laws; genetic information; sexual orientation; military and veteran status; or any other consideration made unlawful by federal, state, or local laws.This policy extends to all job applicants and employees and to all aspects of the employment relationship, including the hiring of new employees and the training, transfer, promotion, discipline, termination, compensation and benefits of existing employees. For a full copy of our non-discrimination policy, visit:Powered by JazzHRyt1sdS8YNX	3876190182
"> **Summary:**
> 
> Advocate Aurora Health seeks a Registered Nurse (RN) for its Home Health division in Des Plaines, Illinois. This position provides home care services to homebound patients, establishing relationships with patients and caregivers to optimize patient outcomes.
> 
> **Responsibilities:**
> 
> * Assess, plan, implement, and evaluate nursing care for assigned patients
> * Develop and maintain therapeutic relationships
> * Facilitate patient and family rights to quality care
> * Educate patients and families
> * Utilize nursing process as a problem-solving model
> * Collaborate with multidisciplinary teams
> 
> **Skills Required:**
> 
> * Nursing degree from an accredited school
> * One year of medical surgical experience in acute or subacute care facility
> * Current Illinois RN license and CPR
> * Ability to lift up to 35 pounds and assist with ambulation
> * Excellent communication, interpersonal, and problem-solving skills"	Advocate Aurora Health is seeking a Registered Nurse (RN) Home Health for a nursing job in Des Plaines, Illinois.Job Description & RequirementsSpecialty: Home HealthDiscipline: RNDuration: Ongoing40 hours per weekShift: daysEmployment Type: StaffREGISTERED NURSE - HOME HEALTH CASE MANAGERLOCATION: NORTH CITYHOURS: DAYS; Must work one summer and one winter holiday . Must work every third weekend. Must rotate on call schedule during the week and weekend.This position is eligible for up to a $10,000.00 sign on bonus! You must be working in this same position at time of payout. Current internal team members are not eligible at this timeJOB And UNIT SUMMARYThe Home Health division of Advocate Health Care is the largest home health and hospice services in Illinois and the RN will provide home care services to the homebound population and establish strong relationships with patients and caregivers in order to assist the patient in reaching their maximum potential. Advocate Home Health Services helps patients return home to continue the care that began in the hospital. Our team helps patients and caregivers become independent when managing their condition. The delivery of high level nursing care is critical to allowing the patient to remain at home and to preventing rehospitalization. All medical needs will be coordinated by the RN who is case managing the patient and utilizing the resources of the team, (i.e. social worker, CNA, MD, etc.)Document and connect with the care team thru point of care documentation.Required to make visits to private residences which may not be accessible to people with disabilities.The Advocate Home Health NurseAssumes primary responsibility for the assessment, planning, implementation, and evaluation of nursing care for assigned patients in the comfort of their own homes. Set goals which demonstrate a holistic approach to patients and families.Assumes leadership responsibilities at the unit level.Demonstrates a mastery of clinical skills.Nurse/Patient Relationship: Develops and maintains a therapeutic relationship throughout the healthcare continuum.Assuring/Improving Quality Care: Facilitates the patient and family’s right to receive quality, cost effective care.Patient/Staff Education: Demonstrates a commitment to meeting the learning needs of patients and families. Utilizes appropriate resources to meet those needs and achieve positive patient outcomes. Assists in creating an environment that promotes educational growth opportunities for nursing peers and colleagues.Nursing Process: Demonstrates the use of nursing process as a problem-solving model.Leadership/Collaboration/Professional Development: Demonstrates respect and understanding for peers and other clinical disciplines and participates as an effective member of the patient care team to formulate an integrated approach to care. Demonstrates leadership behaviors and is committed to the development of self and others.Required QualificationsGraduate from an accredited school of nursingOne year of medical surgical experience in an acute or subacute care facilityCurrent Illinois RN licenseCurrent CPREarn 10.0 continuing education credits annuallyAbility to lift up to 35 pounds without assistance. For patient lifts of over 35 pounds, or when patient is unable to assist with the lift, patient handling equipment is expected to be used, with at least one other associate, when available. Unique patient lifting/movement situations will be assessed on a case-by-case basis. Ability to assist with ambulation including turning and transferring patients up to 200 pounds.COMPENSATION: $74,672.00-$112,112.00 annual base salary.This position is incentive eligibleWe want our teammates and their families to Live Well. Actual compensation offered in the Pay Range will be based on factors such as qualifications, skills, relevant experience and/or training and internal equity. To accompany base pay, we offer a comprehensive benefits package includingSign on Bonus eligible (external candidates)Competitive PayIncentive Pay EligibleReferral Bonus ProgramsStudent Loan SupportTuition Assistance AvailableMileage reimbursementAdvocate Aurora Health Job ID #R100175. Posted job title: Registered Nurse - Home Health-North CityAbout Advocate Aurora HealthAdvocate Aurora Health’s 22,000 nurses demonstrate our values of excellence, compassion and respect, collaborating to advance our stated purpose of helping people live well. To encourage you to be the best nurse you can, Advocate Aurora will provide support, tools and resources for orientation, education and professional development, in the care setting that is best for you. Your voice as a team member will be heard clearly whether you’re at one of our 10 Magnet® designated hospitals or more than 500 sites of care.Join our team and be inspired to chart a course for Advocate Aurora to become the best place in the nation for nurses to pursue their passion.BenefitsHoliday PayGuaranteed HoursContinuing Education401k retirement planPet insuranceWellness and fitness programsMileage reimbursementEmployee assistance programsMedical benefitsDental benefitsVision benefitsLife insuranceDiscount programSign-On bonus	3876308891
"> **Summary:**
> 
> The Attorney Recruiter at DiPasquale Moore will play a pivotal role in identifying, attracting, and hiring talented attorneys to support the firm's growth. The successful candidate will have expertise in attorney recruiting and a commitment to representing the firm's values and culture.
> 
> **Responsibilities:**
> 
> * Collaborate with hiring managers to understand staffing needs
> * Develop and execute recruitment plans using diverse channels
> * Source, screen, and evaluate attorney candidates
> * Conduct phone interviews and assess qualifications
> * Manage candidate experience and facilitate the interview process
> * Negotiate offers and facilitate hiring
> * Build and maintain a network of legal professionals
> 
> **Skills Required:**
> 
> * At least one year of experience in attorney recruiting
> * Working knowledge of job boards, social media, and internal recruiting systems
> * Proven success in identifying qualified candidates through LinkedIn and professional networks
> * Excellent communication, organization, and interpersonal skills
> * Proficiency with Microsoft Office programs, ATS, and other recruiting channels"	TITLE: Attorney RecruiterREPORTS TO: HR DirectorSALARY: Competitive salary commensurate with experiencePOSITION/TYPE: Non-ExemptREQUIREMENTS:At least one year of experience in recruiting attorneysWorking knowledge using job boards, social media, and internal recruiting systemsProven success in identifying qualified candidates through LinkedIn and other professional networksSolid ability to conduct different types of interviewsExcellent communication, organization, and interpersonal skillsPREFERRED: Previous experience practicing law in personal injury or any other areas. “MIKE’S GOT THIS!” – DiPasquale Moore is a premier personal injury law firm headquartered in the heart of Kansas City, Missouri. Founded in 2013 by Mike DiPasquale and Jason Moore, the firm has and continues to grow, as we provide our clients with the professionalism and compassionate legal representation after a traumatic and sometimes life-altering event of a personal injury.Job Overview:As an Attorney Recruiter, your primary responsibility will be on identifying, attracting, and hiring talented attorneys for our organization. A successful recruiter will play a crucial role in partnering with hiring managers to understand their staffing needs, sourcing candidates through various channels, and managing the recruitment process from start to finish. Additionally, you will serve as an ambassador for our firm, representing our values and culture to potential candidates.Duties & Responsibilities: Collaborate closely with hiring managers to understand the specific requirements and nuances of attorney positions within the organization.Develop and implement strategic recruitment plans tailored to attract high-caliber attorneys, utilizing various channels such as job boards, legal associations, referrals, and direct sourcing.Proactively source, screen, and evaluate attorney candidates to ensure alignment with organizational needs, culture, and values.Conduct phone interviews with prospective attorneys to assess qualifications, experience, and cultural fit.Manage the candidate experience throughout the recruitment process, providing timely communication and feedback.Facilitate the interview process, coordinating schedules, preparing interviewers, and ensuring a smooth and positive experience for both candidates and hiring teams.Negotiate offers and facilitate the hiring process, addressing any concerns or questions to secure successful hires.Build and maintain a strong network of legal professionals, fostering relationships and keeping abreast of industry trends and talent pools.Our Ideal Candidate is:Able to excel in a fast-paced environmentExceptionally organized and can efficiently manage time and prioritize tasks dailyCommitted to providing superb responsive and compassionate client serviceProficient with Microsoft Office programs, ATS, and various other recruiting channelsEmployee Perks:Benefits package – Health, Vision & Dental Insurance401(k) match – up to 4%3 weeks (120) hours of paid time off (PTO)Paid HolidaysWork/Life balance – doing the job you love, with great people and NO long, crazy hours!FREE on-site parking garageStability - Become an integral member of an energetic team in a growing law firmEQUAL EMPLOYMENT OPPORTUNITY EMPLOYERDiPasquale Moore, LLC provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws.This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.Powered by JazzHRoC1RF1pJd8	3876190096
