company,job title,level,full description,seniority level,employment type,job function,industries,job id
Moon Moments,Promotions Assistant | Weekly Pay,Entry level,"Position: Promotional Assistant (Branded Marketing Events)Location: New YorkType: Full TimeCompensation: Weekly PayAre you a creative and driven people person with a passion for marketing and retail sales? Join our client’s team as a Promotional Assistant in the heart of New York! No experience required; we provide comprehensive training and support in branding, promotions, advertising, and marketing.Benefits of joining us:Gain hands-on experience in a vibrant industry.Collaborate with a dynamic team.Opportunities for career progression.Comprehensive training provided.Positive and collaborative work environment.Key Responsibilities:Set up promotional booths, displays, and signage at events.Engage with potential customers in a friendly manner and ensure customer satisfactionDistribute promotional materials to increase brand awareness.Showcase your sales and customer service skills.Qualifications:Sales, customer service, or retail experience is a plus.Excellent verbal communication skills.Strong interpersonal skills for positive customer relationships.Customer-centric mindset for exceptional service.Don't miss out on launching your career in branded marketing events! Click ""Apply"" now to take the first step toward an exciting and rewarding journey.We look forward to hearing from you and welcoming you to our team!Thank you for considering this fantastic opportunity. Apply today and shine in the world of marketing and promotions!Powered by JazzHRz9VRPfXqBQ",Entry level,Full-time,Marketing and Sales,Internet Publishing,3874885827
Selected,School Recruitment & Talent Management Staff,Mid-Senior level,"Free job-searching + PD for educators. Find a school you love!Position DescriptionSchool Recruitment/HR/Talent Management at multiple partner school sites (school-specific role descriptions available upon profile approval).How To ApplyCreate a single profile at  with any of our hiring schools that meet your preferences. Only one application is needed to be considered by all relevant schools—our schools will then reach out to you with their matching vacancies and directions.About Schools + Support on Selected Create a complimentary account to learn about and connect with our schools that match your search preferences. Access our library of educator resources to help you thrive in your position.We accept applications on a rolling basis and encourage candidates to apply as soon as possible to avoid missing opportunities at the best-fit hiring schools.Why ApplyCandidates accepted onto our free platform will be:Marketed to hiring schools matching your position-search preferences (names, resumes, and contact information shared only with schools you actively choose to connect with)Fast-tracked as pre-screened, priority candidates with a recommendation to hiring managers as a pre-screened, Selected-approved candidateApproved to access our full library of educator resources (blog, course modules, webinars, and more) on everything from acing the teacher interview to classroom managementProvided with 1:1 candidate search support to turn to for interview prep and professional development opportunitiesGiven the option to job-search in private-modeQualifications + EligibilityFor our team to review and approve your profile application, you must:Be currently located AND authorized to work in the USCurrently reside in (or willing to relocate to) one of our school regionsJob TypeFull-time (May also have Part-Time and Contract positions available)Salary RangeCompetitive; varies by role type and schoolPowered by JazzHR0LrL8xAWMF",Mid-Senior level,Full-time,Human Resources,Internet Publishing,3874885428
Patterned Learning Career,Junior Web development programmer,Entry level,"This is a remote position.Junior Web development programmer - Remote Job, 1+ Year ExperienceAnnual Income: $60K - $65KA valid work permit is necessary in the US/CanadaAbout us: Patterned Learning is a platform that aims to help developers code faster and more efficiently. It offers features such as collaborative coding, real-time multiplayer editing, and the ability to build, test, and deploy directly from the browser. The platform also provides tightly integrated code generation, editing, and output capabilities.DescriptionThis position will provide the opportunity to work closely with project managers, graphic designers, and programmers to create innovative online solutions. You will help with the general maintenance of company websites, manage multiple tasks, and meet deadlines promptly.Requirements:Well-versed in Internet technologies and applications A working knowledge of HTML, CSS, Javascript, PHP, JSP, ASP, etc. Experience with server-side technologies (i.e. ASP, PHP, .NET, etc.) and interfacing with a database (i.e. MySQL, SQL Server, Access) A team-oriented, hard-working individual who likes to collaborate with others Avid internet user with strong computer skills Experience with back-end web development Strong design skills with a keen attention to detail Social media and blogging experience preferred Details:Flexible hours (must be able to work a minimum of 30 hours per week) Can work from home or office Casual work environment Why Patterned Learning LLC?Patterned Learning can provide intelligent suggestions, automate repetitive tasks, and assist developers in writing code more effectively. This can help reduce coding errors, improve productivity, and accelerate the development process.The pattern recognition is particularly relevant in the context of coding. Neural networks, especially deep learning models, are commonly employed for pattern detection and classification tasks. These models simulate human decision-making and can identify patterns in data, making them well-suited for tasks like code analysis and generation.",Entry level,Full-time,Information Technology,IT Services and IT Consulting,3875016477
QuantLink,Quantitative Researcher,Mid-Senior level,"Quantitative Researcher - Market Microstructure Alpha ResearchA multi-billion dollar hedge fund known for its innovative approach and exceptional performance is seeking an experienced Quantitative Researcher specialising in equities market microstructure execution research.This mid to senior-level role requires at least three years, ideally 5-8, of expertise in algo execution strategy research and design for equities trading. This person will be expected to improve the effectiveness of systematic strategies through price impact modelling, transaction cost analysis and market microstructure research. Additionally, they research and create intraday alpha signals.Role and Responsibilities:Develop and implement advanced price impact models. Focus on creating intraday alphas based on market microstructure, price impact, and Portfolio Manager behaviours.Conduct an in-depth analysis of the equities market microstructure and perform trade cost analysis (TCA) to improve trading strategies and decision-making.Work closely within a central research team, contributing to the overall research agenda and strategy development, while collaborating daily with trading strategists, developers, and other quantitative researchers.Utilise expertise in Python and statistical/machine learning packages to explore new methodologies and approaches in quantitative research.Required Qualifications:3-10 years of experience in an alpha research role, a sell-side central risk team, or an algo execution team with deep expertise in market microstructure research.Exceptional skills in Python programming. Proficiency in machine learning and statistical analysis packages.Strong ability to analyze complex data sets and derive actionable insights.Solid understanding of the equities market and trading principles.Master’s or Ph.D. in a quantitative field such as Mathematics, Statistics, Computer Science, or a related discipline.",Mid-Senior level,Full-time,Research and Finance,"Capital Markets, Financial Services, and Investment Management",3875059640
Arsenal Scaffold Inc,Entry Level Estimator/Draftsperson,Mid-Senior level,"Job DescriptionSalary Grade Commensurate with experienceReports toPresident and Vice PresidentSummaryEntry level Estimator/Draftsperson needed to join growing scaffold company that specializes in complex scaffold and hoist installations.Job Responsibilities Comprehensively analyze plans, specifications, proposals and additional documentation to prepare bid/takeoffs Prepare bids that come through from Building Connect Reviewing/marking up drawings with Engineer Formulate cost break down from estimates Speak with clients for upcoming projects Communicate with Project Managers as needed Communicate with engineering and architecture as needed Ability to meet deadlines and multitask, while working on several projects at different stagesRequired Education And Experience College Degree- preferred and/or actively in school Knowledge of construction process and terminology preferred Ability to read and understand plans and specifications Strong organizational, prioritizing and time management skills Engineering/Architecture background preferred.  Valid NYS driver’s license Knowledge of plans/blueprints Excellent communication & interpersonal skills Strong working knowledge of Microsoft Word, Excel and Outlook Motivated and driven self-starterCompetencies Flexibility Self-Motivated Attention to details Effective communication skills- both internal and external Bi-lingual English / Spanish preferred.  Strong organizational skillsWork Environment100% office-based at this timePosition Type and Expected Hours of Work  Full-time, exempt position. Benefits Health Insurance 401K Paid Time OffTravel No Travel at this timeWork Authorization/Security Clearance (if applicable)Must be a US Citizen or legally authorized to work in the USCompany DescriptionArsenal Scaffold Inc. was established in 1998. Currently located in West Babylon, NY and Pittsburgh, PA. We erect/dismantle, rent and sell all types of scaffold, side walk canopies, shoring and hoists.Arsenal Scaffold Inc. was established in 1998. Currently located in West Babylon, NY and Pittsburgh, PA. We erect/dismantle, rent and sell all types of scaffold, side walk canopies, shoring and hoists.",Mid-Senior level,Full-time,Management and Manufacturing,Construction,3874885095
Hueman Private Equity Talent Solutions,Director Corporate Development,Director,"Aldinger is hiring for a remote-based Director of Corporate Development (M&A). As the Director of Corporate Development, you play a crucial role in leading and executing the strategic initiatives that align with Aldinger’s growth and expansion goals. The Director of Corporate Development will report directly to the CFO as well as work closely with senior executives, legal teams, financial advisors, and various stakeholders to drive successful transactions that align with Aldinger’s strategic decision-making. This role will support the CFO in building and tracking financial models, as well as integrating acquired entities into the existing business structure.As the Director of Corporate Development, you will:Collaborate closely with CFO and executive leadership to define the company's merger and acquisition strategy and objectives.Assist in sourcing, assessing, and evaluating potential merger and acquisition opportunities that align with the company's strategic goals and growth objectives.Analyze financial statements, business plans, and market data to assess the viability and potential value of acquisition targets.Coordinate and assist in outreach activities to potential targets with senior executives.Collaborate with legal and financial advisors to ensure compliance with regulatory requirements and industry standards.Develop tools used to optimize and evaluate historical, current, and future merger and acquisition transactions.Aid in developing integration strategies to smoothly transition acquired entities into the existing business operations.Assist in developing and maintaining financial models to simulate various business scenarios and support strategic decisions.Lead annual budgeting process to establish financial goals and objectives.Monitor actual financial results against budgets and forecasts, identifying and addressing variances.Aid in conducting in-depth financial analysis to provide insights into business performance and trends.Support CFO in making necessary adjustments to integration strategies and business plans based on performance metrics.Build relationships with internal and external stakeholders, including investors, legal advisors, and financial institutions.In order to be successful in the role you must possess:A Bachelor’s degree in business administration, Finance, or a related field.A minimum of 4 years of experience in similar roles, ideally in investment banking and/or private equityExcellent negotiation, critical thinking, communication, and interpersonal skills.Strong understanding of financial analysis, strategic initiatives, valuation techniques and deal structuring.Demonstrates a willingness to take on new tasks with a general attitude that no task is too small, impossible, or cannot be improved.Strategic thinking and ability to align merger and acquisition activities with overall business objectives.Ability to work effectively independently, in cross-functional teams, and manage complex projects.Intellectual curiosity and hunger to learn and collaborate.Comfortability and flexibility to travel as needed.The Director of Corporate Development is multifaceted, requiring a combination of strategic thinking, financial acumen, and negotiation skills. This role plays a pivotal role in assisting in the company's growth trajectory through well-executed mergers and acquisitions activities.With 50 years under our belt, we at Aldinger are filled with gratitude and pride. Since 1972, we have been providing top-quality calibration services for test and measurement equipment in Texas and beyond. Over the years we have stayed true to our commitment to excellence, constantly updating our processes and equipment to ensure that we are always at the forefront of our field. If you are ready to work for an innovative and growing organization, please apply today!",Director,Full-time,Business Development,Manufacturing,3875066048
Patterned Learning Career,Junior System Administrator,Entry level,"Junior System Administrator - Hybrid (3 days in office) Job, 1+ Year ExperienceAnnual Income: $55K - $78KA valid work permit is necessary in the USAbout us: Patterned Learning is a platform that aims to help developers code faster and more efficiently. It offers features such as collaborative coding, real-time multiplayer editing, and the ability to build, test, and deploy directly from the browser. The platform also provides tightly integrated code generation, editing, and output capabilities.Job DescriptionA System Administrator is someone who maintains, upgrades and manages software, hardware, and networks. Resourcefulness is a necessary skill in this role. You should be able to diagnose and resolve problems quickly. Being patient when communicating with various interdisciplinary teams and users would be best. Your goal will be to ensure our technology infrastructure runs smoothly and efficiently.What you’ll need to be successful:Proven experience as a System Administrator, Network Administrator, or similar role Experience with databases, networks (LAN, WAN), and patch management Knowledge of system security (e.g., intrusion detection systems) and data backup/recovery Ability to create scripts in Python, Perl, or other language Familiarity with various operating systems and platforms Resourcefulness and problem-solving aptitude Excellent communication skills BSc/Ba in Information Technology, Computer Science, or a related discipline; professional certification (e.g., Microsoft Certified Systems Administrator (MCSA)) is a plus Why Patterned Learning LLC?Patterned Learning can provide intelligent suggestions, automate repetitive tasks, and assist developers in writing code more effectively. This can help reduce coding errors, improve productivity, and accelerate the development process.Pattern recognition is particularly relevant in the context of coding. Neural networks, especially deep learning models, are commonly employed for pattern detection and classification tasks. These models simulate human decision-making and can identify patterns in data, making them well-suited for tasks like code analysis and generation.",Entry level,Full-time,Information Technology,IT Services and IT Consulting,3875019017
Marsden Services,Project Manager,Mid-Senior level,"Company OverviewEstablished in 1952, Marsden Services offers comprehensive facility services to clients nationwide. We provide clients with high-quality and professional services including janitorial, security, HVAC, calibration, emergency response, and facility management services. Our hiring philosophy is rooted in the idea that we want our employees to grow and be successful with our organization. We believe in our employees. We invest in our employees. A career at Marsden means a career with a Company that will support your growth.Position SummaryThe Project Manager will manage Marsden’s Enterprise systems implementation & innovation projects as well as gather requirements, assist in design and implementation, and solution testing. Your approach will bring together the best state-of-the-art technical solutions, strong project management, team leadership, and being hands-on in solving technical and business challenges for all Marsden employees. This position will scope and help set all business and system requirements as well as creating and maintaining project plans. The Project Manager will be passionate about technology and people, and bring a thought leader mindset to all automation, business systems, and support challenges. Investigate and resolve technical problems independently while setting priorities and providing guidance to a team that supports a rapidly growing, multi-site, multi-operating company organization. This position will report to the VP of Innovation.Key ResponsibilitiesProject ManagementSetting project goals and producing plans to meet those goalsMaintaining project timeframes, budgeting estimates and status reportsManaging resources for projects, such as computer equipment and employeesCoordinating project team members and developing schedules and individual responsibilitiesImplementing strategies that deliver projects on schedule and within budgetUsing project management tools to track project performance and schedule adherenceConducting risk assessments for projectsOrganizing meetings to discuss project goals and progressWorking closely with assigned departments/business process owners to identify business challenges, software issues or under-utilizationExecuting system and data conversion projectsSupportWorking closely with user groups to provide training, resolve questions, assess user need, and recommend changesUpdating instructional documentation Working closely with Human Resources, Finance, Payroll, and Operations Management to enable effective and collaborative decision-makingMaintaining all system documentation including requirements, functional specifications, training guides and test casesCommunicating system changes to end-users Skills and BehaviorsStrong analytical and creative problem-solving skillsAbility to communicate ideas in both technical and user-friendly languageAmong other attributes, position specifically requires initiative, perseverance, ability to work on a team, ability to work quickly and under the pressure of multiple deadlines with the ability to manage conflicting prioritiesCreates a collaborative environment, possesses a sense of humor, integrity, and forges the right relationships to drive the right results Strong technical aptitudePossess the ability to budget time, set priorities and maintain an awareness of the relationship between activities. Education and Experience Bachelor’s Degree or equivalent experience as a Business Analyst & PM4+ years of experience as a Lead Project Manager managing implementations to completionAdvanced Excel and/or Access skills writing formulas and designing forms preferredExperience with advanced reporting writing software such as Power BITwo plus years engaged in system automation and integration tools and processes Measures of SuccessOptimize business by:Completing projects within time and budget meeting or exceeding the specifications set by the end userEnhancing Marsden’s execution and agility by defining, delivering, and supporting project plans for implementing next generation information technologies that support our rapid growth across multiple sitesIncreasing adoption of identified standardized best practices across the Enterprise AAP/EEO Statement Marsden Services provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, creed, ancestry, sexual or affectional orientation, marital or veteran status, color, religion, sex, national origin, age, disability, genetics, status with regard to public assistance or any characteristic protected under federal, state or local law. Other DutiesPlease note this job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for this job. Duties, responsibilities and activities may change at any time with or without notice.",Mid-Senior level,Full-time,Project Management,Facilities Services,3875072231
SimplyApply,Plant Manager,Mid-Senior level,"CompanyUS1072 Buckhead Meat CompanyZip Code30337Minimum Level Of EducationBachelor's DegreeMinimum Years Of Experience10+ YearsEmployment TypeFull TimeTravel Percentage0Compensation InformationThe pay range provided is not indicative of Sysco's actual pay range but is merely algorithmic and provided for generalized comparison. Factors that may be used to determine rate of pay include specific skills, work location, work experience and other individualized factorsJob SummaryReporting to the Region VPO, the Plant Manager has leadership responsibility for the facility and is the primary official in the Facility. The Plant Manager is key in planning, organizing, and executing the Facility's day-to-day activities in a safe and proficient manner.ResponsibilitiesFacility leadership and general management activities.P&L responsibility for the Facility through creating and managing budgets that help achieve financial goals. Develop processes that will maximize stewardship, safety, quality, and productivity. The Plant Manager will ensure compliance with governing health/safety regulations and procedures.Assist in recruiting, hiring, retention, and developing of associates. This includes evaluations and performance documentation.Strategically create and adjust department activities, policies, and procedures to meet or exceed key performance metrics and customer satisfaction goals.Writes and adjust Standard Operating Procedures (SOP) to ensure standardization throughout network.Leads Facility teams on Gemba (waste) walks and manages solutions to improve findingsAnalyzes, identifies, and proposes action to the solution of problems with the operation of the division departments to increase the effectiveness of the operation.Ensures all DOT regulations are met in the transportation departmentInstrumental in the Development of key metrics and indices to drive improvement within daily, weekly, monthly, and annual results.Serves as a Facility spokesperson in cases of inquiry, feedback, or requests for special information to facilitate the accurate and precise flow of information.Aids in the solicitation of new or prospective business by participating in company meetings and any other market activities to foster the company's recognition within the business community.Maintain high quality and safety standards by following specifications, local and federal governance, and Sysco's quality programs (including 3rd party auditing).QualificationsEducationBachelor's Degree in Business, Engineering or Agriculture preferred or min 10 years' experience in in operational leadershipExperienceMinimum 10 years plant leadership in food production, manufacturing, costing, and distribution experiencePreferred QualificationsFinancial responsibilityIncreasing leadership historyGreat verbal and written communication skillsLean Six Sigma or Lean Manufacturing experienceProficient in Microsoft Excel, Word, Teams, Access, and OutlookExperience and understanding of ERP systemsProfessional SkillsDeep experience with manufacturing or production processes to include continuous improvement toolsActive Listening: Giving full attention to what other people are saying, taking time to understand the points being made, asking questions as appropriate, and not interrupting at inappropriate times.Management of Personnel Resources: Motivating, developing, and directing people as they work, identifying the best people for the job.Social Perceptiveness: Being aware of others' reactions and understanding why they react as they do.Coordination: Adjusting actions in relation to others' actionsCritical Thinking: Using logic and reasoning to identify the strengths and weaknesses of alternative solutions, conclusions, or approaches to problems.Reading Comprehension: Understanding written sentences and paragraphs in work-related documents.Oral Comprehension: Listening to and understanding the information and ideas presented through spoken words and sentences.Written Comprehension: Reading and understanding the information and ideas presented in writing.Written Expression: Communicating information and ideas in writing so others will understandJudgment and Decision Making: Considering the relative costs and benefits of potential actions to choose the most appropriate one.Negotiation: Bringing others together and trying to reconcile differences.Complex Problem Solving: Identifying complex problems and reviewing related information to develop and evaluate options and implement solutions.Deductive Reasoning: Applying general rules to specific problems to produce answers that make sense.Problem Sensitivity: Perceiving when something is wrong or is likely to go wrong. It does not involve solving the problem, only recognizing there is a problem.Fluency of Ideas: Coming up with several ideas about a topic (the number of ideas is important, not their quality, correctness, or creativity).PHYSICAL DEMANDSThe physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job.The ability to sit, stand, walk, and use hands and fingers to operate a computer keyboard, mouse, and telephone to talk and hear.The ability to frequently sit and reach with hands and arms.The ability to occasionally lift and/or move up to 50 pounds.WORK CONDITIONSThe above information on this description has been designed to indicate the general nature and level of work performed by associates within this classification. It is not designed to contain or be interpreted as a comprehensive inventory of all duties, responsibilities, and qualifications required of associates assigned to this job.To perform this job successfully, an individual must be able to perform each essential duty satisfactorily.The requirements listed above are representative of knowledge, skill and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.Must be able to utilize office equipment such as desktop/notebook computers, copiers, printers, scanners, telephones, and calculators.The noise level in the work environment is usually moderate.Must be able to work in various indoor and outdoor climates and driving conditions. This includes Cold and wet manufacturing environments.Occasional Travel to attend meetings may be required.NOTICE: The above statements are intended to describe the general nature of the environment and the level of work being performed by this job. This job description in no way states or implies that the duties and responsibilities listed are the only tasks to be performed by the employee in this job. The employee will be required to follow any other instructions and to perform any other job-related duties requested by his or her supervisor. This job description supersedes prior job descriptions. When duties and responsibilities change and develop the job description will be reviewed and subject to changes of business necessity.Benefits InformationFor information on Sysco's Benefits, please visit https://SyscoBenefits.comOverviewSysco is the global leader in foodservice distribution. With over 71,000 colleagues and a fleet of over 13,000 vehicles, Sysco operates approximately 333 distribution facilities worldwide and serves more than 700,000 customer locations.We offer our colleagues the opportunity to grow personally and professionally, to contribute to the success of a dynamic organization, and to serve others in a manner that exceeds their expectations. We're looking for talented, hard-working individuals to join our team. Come grow with us and let us show you why Sysco is at the heart of food and service.Affirmative Action StatementApplicants must be currently authorized to work in the United States.We are proud to be an Equal Opportunity and Affirmative Action employer, and consider qualified applicants without regard to race, color, creed, religion, ancestry, national origin, sex, sexual orientation, gender identity, age, disability, veteran status or any other protected factor under federal, state or local law.This opportunityis available through Sysco Corporation, its subsidiaries and affiliates.SimplyApply",Mid-Senior level,Full-time,Management and Manufacturing,Human Resources Services,3874872842
Team Remotely Inc,QA Assurance Analyst,Entry level,"This is a remote position. QA Assurance Analyst (1 year experience, remote)Be part of our future! This job posting builds our talent pool for potential future openings. We'll compare your skills and experience against both current and future needs. If there's a match, we'll contact you directly. No guarantee of immediate placement, and we only consider applications from US/Canada residents during the application process. Hiring Type: Full-Time Base Salary: $57K-$67K Per Annum.Responsibilities:Collaborate with cross-functional teams to understand software requirements and specifications. Participate in the creation and execution of test plans, test cases, and test scripts. Identify, document, and track software defects and issues using bug-tracking tools. Conduct thorough regression testing to verify fixes and ensure software quality. Assist in the development of automated test scripts to improve efficiency. Perform exploratory testing to uncover potential issues and usability concerns. Work closely with developers to communicate issues and validate bug fixes. Provide timely and detailed reports on testing progress and results. Contribute to the continuous improvement of QA processes and methodologies. Qualifications:Bachelor's degree in Computer Science, Engineering, or a related field (or equivalent experience). Strong passion for software quality assurance and a desire to learn and grow. Familiarity with software testing concepts, methodologies, and best practices. Basic understanding of programming languages and scripting (e.g., Java, Python). Excellent analytical and problem-solving skills. Detail-oriented with a keen eye for identifying issues and inconsistencies. Effective communication skills and ability to work collaboratively in a team environment. Experience with testing tools and bug-tracking systems is a plus.",Entry level,Full-time,Information Technology,Software Development,3875016468
DSG,Senior Director Business Development,Director,"Job DescriptionSenior Business Development DirectorDSG - EDC Sales­­­­­­­­­­­­­­­Where do you fit in?The Senior Director Business Development will have a proven track record in building productive client relationships in the clinical research, health sciences and technology industries. You will be able to achieve and maintain effective client relationships. Must be able to design and deliver powerful solution-driven capabilities and proposal defense presentations in collaboration with highly skilled clinical and operation personnel; create business opportunities through client needs identification and relationship building; proactively work with customer and project teams to resolve client concerns by helping to creating specific action plans that support the customer and the project team. Makes sales calls to prospective new clients to initiate new business relationships. Utilizes strategies and implements tactics to persuade prospective sponsors to contract with DSG across all identified solution categories of EDC, SmartSignal eCOA, RTSM, eConsent and Telemedicine . Coordinates the efforts for response to Requests for Proposals/Information. Represents DSG at industry-related conferences and trade shows.As Solutions Lead, this role will act as internal support and subject matter expert (SME) in EDC. You will act as resource and support for platform capabilities and product features/value/benefit. This will include training curriculum, support of messaging, supporting demo and client presentations as required and building a knowledge-base across the commercial organization related to DSG solutions.As part of our team, your main responsibilities will be: Prospecting for new opportunities with existing and prospective customers. Establish and maintain an excellent rapport with future and current clientele.  Build compelling solutions, technology offerings and operational strategies that address client needs.  Prepare and organize sponsor presentations. Plan and attend major industrial events and tradeshows.  Develop account/territory strategies designed to acquire new customers and expand in existing emerging accounts.  Collect critical information for proposal preparation. Understand the proposal process and provide positive input.  Negotiate and close/book sales opportunities.  Monitor and track competitor activities.  Act as internal SME for Signal Health Solutions. Build and execute training curriculum.  Support Product Marketing in building messaging and value statements.  Act as resource for customer meetings and strategy regarding Signant Health Solutions technology.  Represents Signant Health at industry-related conferences and trade shows. You’ll need to bring: Minimum of 5 years of success in a business to business sales role, in a life sciences related sector, with experience of selling complex technical project solutions.  Proven success in the leadership of proposals and bid defense processes and meetings.  Excellent written and verbal communication skills, including ability to present customer proposals confidently.  Ability to produce a territory/ account plan and execute the plan to achieve the annual sales target.  Knowledge of clinical EDC solution.  Ability to build and manage own sales funnel and pipeline to accurately forecast sales achievement.  Strong planning and organization skills, able to plan and priorities effectively to meet deadlines.  Strong teamwork and collaboration skills. We’d be thrilled to hear that you also have: Success in EDC Sales Familiarity with the pharmaceutical and CRO industries Experience of working in a matrix reporting structure in a global company.  Experience of working collaboratively with international colleagues in a global company.  Working knowledge of Microsoft Office, Outlook, Salesforce.com (or other CRM system). We know that everyone has different wants and needs, which is why along with a highly competitive base salary we support our people and their loved ones with a variety of perks and benefits. As part of our team some of the benefits you can expect to receive are: Our Long Term Incentive Plan which is unique to the industry The flexibility to work remotely Comprehensive health, dental and vision insurance A competitive retirement and pension plan Generous paid time off Modern and collaborative global office spacesDoes this sound like something you’d like to explore? Then we’d love to hear from you!To apply, please submit your CV.Company DescriptionWith over 30 years of eClinical experience our roots run deep within the clinical trial study and life sciences industries. Since our founding in 1992, DSG has produced the most innovative software solutions for the pharmaceutical, medical device and life sciences industries world-wide.DSG's clinical trial software and data management services have grown over the years because of our understanding of new technologies and our collaborative approach with our clients. In our beginning, and before the internet became mainstream, DSG pioneered CRF document management software, setting an industry standard. Our best-of-breed eCaseLink allowed individuals to build CRFs electronically, greatly reducing the amount of time it takes to run a clinical trial. eCaseLink became the industry standard, and has been trusted and utilized world-wide by the top 5 pharmaceutical companies since 1992.With over 30 years of eClinical experience our roots run deep within the clinical trial study and life sciences industries. Since our founding in 1992, DSG has produced the most innovative software solutions for the pharmaceutical, medical device and life sciences industries world-wide. DSG's clinical trial software and data management services have grown over the years because of our understanding of new technologies and our collaborative approach with our clients. In our beginning, and before the internet became mainstream, DSG pioneered CRF document management software, setting an industry standard. Our best-of-breed eCaseLink allowed individuals to build CRFs electronically, greatly reducing the amount of time it takes to run a clinical trial. eCaseLink became the industry standard, and has been trusted and utilized world-wide by the top 5 pharmaceutical companies since 1992.",Director,Full-time,Business Development and Sales,Advertising Services,3875041739
Oxagile,Chief Commercial Officer,Executive,"ABOUT COMPANYHere in Oxagile’s international team, we are enthusiastic about creating elegant solutions for the video domain, which are used across the world.This year, we have expanded our geographical presence to include locations in Poland, Georgia, Latvia, and Lithuania.Mutual support, knowledge sharing, and continuous honing of skills are the cornerstones of our teamwork. We promote clean, well-tested, and maintainable code, value reliable architecture and advanced software engineering practices. We invest in the efficiency and flexibility of our teams, monitor their motivation, and continuously work on improvements.ResponsibilitiesDefining commercial (marketing, sales and account development) strategyExecuting the commercial strategy together with other executives and support of the CEODefine and control key sales and marketing activities. Accountability and goalsGross profit within targetsRevenue growth according to the company vision and strategic roadmapInvestments into marketing and sales effectiveness and efficiency.Requirements10+ years in sales and or marketing5+ years in team management5+ years experience in marketing or sales within custom software development businessesMarketing strategy development and execution experienceTrack record of successful revenue growth (20%+ CAGR within 3+ years)Track record in professional services sales with high margins (60%+ GM)Shares our core and permission to play valuesShares our aspirational valuesMedia & Entertainment, AdTech, EdTech or OTT experience is a plusIntegrated into target geography markets (US, EU, UK - lived in the region over 10 last years), is a plus. What We OfferThe unique opportunity to be part of an exciting growth story in a strong engineering and multicultural environment with diverse nationalities.Equity options as part of the compensation package, offering a tempting reward in line with our ambitious growth targets.",Executive,Contract,Business Development and Sales,IT Services and IT Consulting,3874899877
