company,job title,level,full description,seniority level,employment type,job function,industries,job id
SimplyApply,"Vice-President MSO, General Manager of Disaggregation Manufacturing Operation",Mid-Senior level,"ResponsibilitiesJob DescriptionThe DMO General Manager is responsible for the safety, quality, output and cost of the Disaggregation Manufacturing Operation (DMO). Disaggregation is a critical emerging manufacturing capability enabling Intel's leadership products. The DMO GM leads Intel's worldwide advanced packaging foundry, Silicon Photonics development/manufacturing and certain CMOS foundry operations. In addition the group is responsible for the development of new interposer and bridge technologies. The DMO GM is an executive leadership role overseeing a staff of senior leaders and Vice Presidents and a large global organization.Responsibilities include:Preferred QualificationsInside this Business GroupAs the world's largest chip manufacturer, Intel strives to make every facet of semiconductor manufacturing state-of-the-art -- from semiconductor process development and manufacturing, through yield improvement to packaging, final test and optimization, and world class Supply Chain and facilities support. Employees in theTechnology Development and Manufacturing Groupare part of a worldwide network of design, development, manufacturing, and assembly/test facilities, all focused on utilizing the power of Moore's Law to bring smart, connected devices to every person on Earth.Other LocationsUS, NM, Albuquerque; US, AZ, PhoenixPosting StatementAll qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance.BenefitsWe offer a total compensation package that ranks among the best in the industry. It consists of competitive pay, stock, bonuses, as well as, benefit programs which include health, retirement, and vacation. Find more information about all of our Amazing Benefits here.Working ModelThis role will be eligible for our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site. In certain circumstances the work model may change to accommodate business needs.Position of TrustThis role is a Position of Trust. Should you accept this position, you must consent to and pass an extended Background Investigation, which includes (subject to country law), extended education, SEC sanctions, and additional criminal and civil checks. For internals, this investigation may or may not be completed prior to starting the position. For additional questions, please contact your Recruiter. Enabling InteI's IDM 2.0 strategy by leading a World-Class Advanced Packaging Foundry. Leading DMO to deliver new technologies, implement new business models, and support manufacturable & cost competitive foundry and systems. Active collaboration with technology development organizations to start-up and ramp new technologies to high volume and develop game-changing methodologies to enable significant operational improvements All operational aspects of DMO which operates advanced and high-volume facilities globally:Safety: DMO has a complex manufacturing environment with safety as the top priorityPeople: Global org health, engagement, and development across multiple locationsQuality: Delivering products that meet/exceed quality commitments to customersCost: Manage a large operational budget with a goal to achieve world-class costs. Responsible for driving to and exceeding Product Margin goals.Output: Deliver consistent output on technologies and new product introductions to meet/exceed customer demand.This role requires experiences in: Leading a global semiconductor manufacturing network and third-party suppliers, including experience in fab process, supply chain and materials management, and quality assurance Operational Excellence to identify and manage opportunities to improve safety, costs, output, quality/yields and other KPIs as well as expanding and optimizing the manufacturing network. Technical leadership in semiconductor manufacturing processes; breadth of experience across wafer fab and back-end processes (assembly and test), and tooling. Developing future innovation and/or emerging capabilities Collaborating, influencing and working across a highly matrixed organization with process development, supply chain, product/business and other engineering teams on joint roadmap development and other co-dependencies. Recognizing material, process-oriented and/or delivery issues which have a substantive impact on profitability. Articulating the implications of issues in financial terms and impact on P&L. Building relationships with key ecosystem partners and leveraging internal and external relationships- and working with Technology Development/R&D and Engineering, Finance, IT, HR and partner-suppliers to drive innovation and operational efficiency, as well as working with and understanding the operations of suppliers and construction.Key leadership capabilities include: Leading large diverse global organizations Strong manufacturing and operational experience and leadership Strong execution and results focus Superior networking and influencing skills and the ability to build followership A combination of business acumen, organizational savvy, and technical expertise Ability to work cross-organizationally through matrix reporting structures to accomplish strategic objectives as well as organizational development goals Excellent business judgment & acumen, strategic vision, and negotiation skills Solid financial analysis skills, including creating and understanding different industry and Intel business unit models to optimize financial results for Intel Semiconductor foundry experience preferredQualificationsMinimum QualificationsBachelor's degree in engineering, science, or a related field. MSc or PhD is considered a plus15 years of direct semiconductor factory experience with a strong technical background10 years of management experience in semiconductor fab, advanced packaging, or assembly testExperience managing managers, 2nd level managers and senior technical contributorsStrong working knowledge of device physics, process technology and assembly-testDetailed understanding of model-based problem solving as well as Fab process control systems and methodologiesExperience leading large fab operations including engineering and manufacturing factory functionsExperience managing external manufacturing partnerships and suppliers.Experience working for a world-class semiconductor foundryAdvanced packaging experienceTechnology development experienceSimplyApply",Mid-Senior level,Full-time,Management and Manufacturing,Human Resources Services,3874875055
Teen HYPE,Youth and Family Social worker,Entry level,"Job DescriptionJob Overview:This program is rooted in Healing Center Engagement and trauma-informed care. The Youth and Family Social Worker will facilitate healing circles with: 1) youth to address mental health disparities for youth of color and, 2) youth serving colleagues to address compassion fatigue 3) generates referrals, resource and assets. They will serve as a referral and linkage specialist, linking colleagues, youth and families to resources that promote wellness, including behavioral health services. Services provided will be youth centered and offered during timeframes when youth are able to access them, weekdays, with some evening and weekend.ESSENTIAL FUNCTIONS:Combine personal skills with assigned consultant experience to facilitate healing circles with youth to address mental health disparities for youth of color. Plan and facilitate healing circles for youth serving adults to address compassion fatigue. Provide interventions that focus on stabilizing the youth; teaching and modeling effective strategies and coping skills; identifying, increasing, and utilizing natural strengths, supports, and resources; preparing for crisis situations; improvement in overall functioning. Coordinate care with additional services such as psychiatry, nursing, medical, and educational services. Deliver, at a minimum annually, internal training to staff and external training to collaborative members on topics related to best ways to interact with the youth to support their therapeutic treatment from an HCE and Trauma informed lensed. Receive supervision that includes both regular and consistent meetings. Perform other job-related duties as assigned. This position will be knowledgeable about and actively support 1) culturally competent, recovery-based practices; 2) person-centered planning as a shared decision-making process with the individual, who defines his/her own life goals and is assisted in developing a unique path toward those goals; and 3) an HCE trauma informed culture to aid individuals in their recovery process. Community PROMISE Background:A multi-sector movement where adults keep their promise to support youth in their endeavor to be ready for college work and life (optimal health), and youth mobilize all the promise that lies in their talents, hearts and minds. Major project components will include; The Promise Collaborative; Community PROMISE Evidence-Based Intervention, and Community PROMISE events, where you will engage parents to participate in gathering their child’s role model stories for our “shoots.” As a result, these authentic stories will help us build the “Promise brand.” Stories will be distributed by teens via social media and interwoven into Detroit area communications, billboards, a website, and small-print media distributed in high schools and gathering places!ESSENTIAL FUNCTIONS: Program Planning & Support Identify, plan, direct, and evaluate parent engagement activities, and events in partnership with educators, school staff, & stakeholders Work 1:1 with OST youth to create individualized success plans and case management as needed, Create dynamic workshops that educate parents, pilot YouTube parent education series.  Maintain a resource and referral process for in school and out of school time youthCoaching, Mentoring, Trainings Coach, mentor, train, and provide critical assistance to parents & caretakers Facilitates parent education workshops & designs new, innovative content aligns with our region’s needs Act as point person to refer parent’s to readily available supportive community resourcesCommunity Relations Develops strong community relationships to build new capacity for parents to engage in their child’s lives Provides training to help empower parents to increase their child’s participation in schoolMINIMUM QUALIFICATIONS:  3-5years of experience in family support or community development programs Excellent oral & written communication skills; ideally training & mentoring capacity Strong background in parent/family engagement strategies and community health issues Track record of developing & managing family needs assessments to support programmatic growth Available to work some nights and weekends and possesses clean & valid driver’s licenseYOUR WORK SUPPORTS OUR CORE VALUES Heartfelt: Displays empathy for others, delivers services in loving manner, is fully engaged & present for others, acts as servant leader Youth champion: Serves as advocate for youth, engages in youth activism, acts as partner with youth that gives them a powerful voice Professional: Acts with integrity, takes ownership of your professional development, support others, display accountability and responsibility, strive for excellence and effective services Energetic: Demonstrates passion & excitement for the mission. Your positive attitude is infectious, and you serve as a role model Daring: Brings creative, fresh, and innovative approaches to our mission. You are a “game changer” that produces real solutions to current challenges, and you have a fail forward mentality the applies lessons learned",Entry level,Full-time,Other,Civic and Social Organizations,3874880840
Selected,Elementary School Teacher,Entry level,"Free job-searching + PD for educators. Find a school you love!Position DescriptionSeeking Elementary School General Education Teachers at multiple partner school sites (school-specific role descriptions available upon profile approval).How To ApplyCreate a single profile at  with any of our hiring schools that meet your preferences. Only one application is needed to be considered by all relevant schools—our schools will then reach out to you with their matching vacancies and directions.About Schools + Support on SelectedCreate a complimentary account to learn about and connect with our schools that match your search preferences. Access our library of educator resources to help you thrive in your position.We accept applications on a rolling basis and encourage candidates to apply as soon as possible to avoid missing opportunities at the best-fit hiring schools.Why ApplyCandidates accepted onto our free platform will be:Marketed to hiring schools matching your position-search preferences (names, resumes, and contact information shared only with schools you actively choose to connect with)Fast-tracked as pre-screened, priority candidates with a recommendation to hiring managers as a pre-screened, Selected-approved candidateApproved to access our full library of educator resources (blog, course modules, webinars, and more) on everything from acing the teacher interview to classroom managementProvided with 1:1 candidate search support to turn to for interview prep and professional development opportunitiesGiven the option to job-search in private-modeQualifications + EligibilityFor our team to review and approve your profile application, you must:Be currently located AND authorized to work in the USHave earned a Bachelor’s degree by the school year for which you are applyingCurrently reside in (or willing to relocate to) one of our school regionsHave an education degree, in-progress or completed teaching certification, and/or teaching experienceJob TypeFull-timeSalary Range$40,000-100,000 (commensurate with qualifications and experience)Powered by JazzHREIqhO8RucS",Entry level,Full-time,Education and Training,Internet Publishing,3874880960
"Scuttlebutt Services, LLC",Help Desk Technician,Entry level,"Job DescriptionHumble,TX - Salary Range 50k-60k - Veteran OnlyJob BriefThis is an exciting opportunity to join a company during a growth phase. This position is responsible for providing technical assistance and support related to computer systems, hardware, or software. Works primarily from a helpdesk application but will run diagnostic programs, isolate problems, resolve technical issues, and determine and implement solutions. Must have exceptional customer service.ResponsibilitiesProvide technical assistance and support for incoming queries and issues related to computer systems, software, and hardware. Respond to end-user problems over the phone. Write/update technical documents related to help desk duties. Train computer users. Maintain daily performance of computer systems. Install, modify, and repair computer hardware and software. Run diagnostic programs to resolve problems. Resolve Tier 1 technical problems with Local Area Networks (LAN), Wide Area Networks (WAN), and other systems. Install computer peripherals for users. Follow up with customers to ensure the issue has been resolved. Escalate issues to designated tier 2 staff as necessary. #ZR",Entry level,Full-time,Information Technology,Staffing and Recruiting,3874889842
Rust Belt Recruiting,CNC Machinist/Toolmaker,Entry level,"Job DescriptionTitle: Manual MachinistShift: 1st, 8 hour shift Salary: $24.00 - $28.00+/hr, depending on experienceWho we are:Our client manufactures precision super abrasive cutting tools used in ferrous and non-ferrous applications. The company is looking to add to their team at their Parma, OH locationManual Machinist Role:As a Manual Machinist you will be responsible for analyzing specifications and blueprints, setting up and operating machines, and assembling parts.Manual Machinist Responsibilities:Study specifications such as blueprints, sketches, models, or descriptions, and visualizes product to determine materials required and machines to be used to fabricate partsCompute dimensions, plans layout, and determine assembly method and sequence of operationsMeasure, mark, and scribe tool steels for machiningSet up and operates manual machines such as lathes, milling machines, surface grinders, O.D grinders, CNC turning center and CNC vertical mills Verify conformance of machined parts to specificationsFit and assemble parts together and into assemblies and mechanismsFill out daily operator maintenance checklists, inspection sheets and all applicable paperworkReporting Relationships:In this position you will report to the Chief Operating Officer.About You:Minimum of 3 years experienceJourneyman's card is a plusTool making and die maker experience is a plusAbility to read and interpret documents such as safety rules, operating and maintenance instructions, G&M code, and procedure manuals Strong verbal, written, and interpersonal skillsAbility to add and subtract, multiply and divide using whole numbers, common fractions, and decimals and proficient in all shop math including geometry, algebra, and trigonometry. Next Steps:If you are a detail oriented problem solver, we would like to hear from you. Additional Information:The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. While performing the duties of this job, the employee is regularly required to stand, walk, use hands and fingers to handle or feel; and reach with hands and arms. The employee is occasionally required to sit, stoop, or kneel. The employee must occasionally lift and/or move up to 40 pounds. Specific vision abilities required by this job include close vision, depth perception, and ability to adjust focus. While performing the duties of this job, the employee is regularly exposed to moving mechanical parts.The client recognizes that an individual with a disability may require accommodation to enable them to successfully perform a job function. Should you require such an accommodation, please indicate the job function and suggested accommodation. The client will attempt to provide reasonable accommodation.The client provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state, or local laws. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation, and training.#ZRBR",Entry level,Part-time,Management and Manufacturing,Staffing and Recruiting,3874891957
Rust Belt Recruiting,Electro-Mechanical Customer Support Technician,Entry level,"Job DescriptionTitle: Electro-Mechanical Customer Support TechnicianShift: 1st shift -(Hybrid after completion of training period)Compensation: $65,000-$70,000/yearBonus:  Annual bonus based on company performanceWho we are:Our Client is a small, debt free company that is a well established brand in the automotive and other manufacturing industries. Product lines include double sheet detectors, weld seam detectors, and tire steel cord inspection systems. Company products are imported from our Germany manufacturing center and sold to our North American automotive manufacturers and their suppliers. Our client also offers services to customers in case of commissioning and fault isolation.Electro-Mechanical Customer Support Technician Role:As an Electro-Mechanical Customer Support Technician you will support sales, customer quotes, shipping, and hands-on technical support with the company's products. Hands on work would include the ability to use hand tools and learn product lines to be able to troubleshoot or walk a customer through use of the product. You will train in a variety of areas learning the business with the opportunity to step into a larger role with the company in the near future.Electro-Mechanical Customer Support Technician Responsibilities:Starting duties include, but are not limited to Quoting via Online Intuit Quick Books, Shipping using online UPS and FedExShip Manager software. This requires local training on all Roland products promoted and supported in North America. Acquisition of new customers, through active marketing approaches and also with eventual customer site visits. Presentation of the company exhibitions at customer sites and at possible Trade Show booths. Future intended goals are for continual training and assuming additional responsibilities to advance within the organization. About you:2 year Electro-mechanical degree OR 3- 5 years experience in Electro-Mechanical fieldSolid previous experience in Technical Sales and/or Support of Industrial related equipment. MandatoryUsage of Microsoft Windows and Microsoft Office Suite having a good comfort level with PC operations. Handling of administration programs such as Intuit Quick Books Highly Preferred, but will train for Intuit Online Quick Book usage. Independent, motivated and responsible person with willingness to work as a team member. Distinct customer service orientated personality, with clear non-offensive business communication skills having the ability to work with other personality types Internally within the company and also external to the company. Occasional travel throughout the United StatesAbility to obtain passportValid Driver's License and ability to be insured#ZRBR",Entry level,Full-time,Information Technology,Staffing and Recruiting,3874877903
LeadingIT,Minor Maintenance/Handy Person,Mid-Senior level,"Position Summary:Daily operations to maintain community located in Medina, MN. This position requires an extremely detailed, self-motivated, individual to help address our needs in the maintaining of our community. Our company is recognized as the premier provider of dementia and Alzheimer’s care in the state of Minnesota.Salary: $25.00 per hourEssential Duties:Performs preventative maintenance on building mechanical equipment on a scheduled basis, such as but not limited to: changing air filters, cleaning ice machines and changing light bulbsPerforms minor repairs of building to include but not limited to: toilets, sinks, door closures and locking mechanisms, window blinds, broken windows, etcResponsible for snow and ice removal, light landscaping, keeping parking lot free of litter and debris. Winterizing plants, trees, and shrubsCustodial duties such as carpet cleaning and floor scrubbingMinor appliance maintenance such as but not limited to: refrigerators, freezers, dryers, washers, vacuums - per monthly physical plant checklistResponsible for cleanliness and order of trash roomPerforms interior painting, staining & drywall repairAssists in moving residents belongings to rooms assigned to themMaintains and/or repairs water fountainsDocuments all preventative and repair maintenanceResponds to emergency maintenance requests in timely mannerOffers suggestions and ideas for improvementShort-term, On-Call. Long-term, rotates on the On-Call Emergency Maintenance calendar every other weekMay occasionally cover secondary location in BloomingtonOther duties as assignedSkills, Knowledge & Abilities Required:Attention to detailMust be compassionate, work with tact and ethical awarenessMust be adaptable and flexible in changing situationsAbility to follow oral and written directions correctly and efficientlyAbility to prioritize and organize dutiesAttends department meetings as requiredTime managementDetail orientedAbility to organize dutiesAbility to read, write and understand English LanguageMust follow safety rules and regulationsMust maintain a positive attitudeThe Wealshire is an Equal Opportunity/Affirmative Action employer. The Wealshire does not discriminate on the basis of race, religion, color, sex, gender, sexual orientation, age, non-disqualifying physical or mental disability, national origin, veteran status or any other basis covered by local, state or federal law. All employment decisions are based on qualifications, merit, competence, performance, and business needs.Powered by JazzHRKYt3QucSdO",Mid-Senior level,Full-time,Management and Manufacturing,Internet Publishing,3874880839
Actalent,Lab Technician,Entry level,"Description:The lab technician will be responsible for conducting standard microbiological testing like E.coli and Salmonella testing, as well as preparing and autoclaving the media. The lab tech will also be responsible for conducting waste water testing like titrations and pH testing, and yeast activity testing to ensure a quality product.Additional Skills & Qualifications:Bachelor's Degree in Scientific Discipline (Microbiology, Biology, Chemistry) or equivalent work experienceExperience with lab proceduresExperience in a GFSI (Global Food Safety Initiative) environment is a plusAbility to follow SOPsWHY ACTALENTWork with a dedicated career partner specialized in your healthcare skill setWe advocate on your behalf so you get what you want and need out of your jobGet performance feedback, career advice, and access to ongoing professionaldevelopment toolsBuild your career and learn new skills through projects as diverse as your curiosityYou are eligible for benefits, paid-time-off, and competitive wages that are paid weeklyAbout ActalentActalent connects passion with purpose. We help visionary companies advance their engineering and science initiatives through access to specialized experts that drive scale, innovation, and speed to market. With a network of almost 30,000 engineering and sciences consultants and more than 4,500 clients across the U.S., Canada, Asia, and Europe, Actalent serves many of the Fortune 500. An operating company of Allegis Group, the global leader in talent solutions, Actalent launched as a new specialized engineering and sciences services and workforce solutions brand in 2021.About ActalentActalent is a global leader in engineering and sciences services and talent solutions. We help visionary companies advance their engineering and science initiatives through access to specialized experts who drive scale, innovation and speed to market. With a network of almost 30,000 consultants and more than 4,500 clients across the U.S., Canada, Asia and Europe, Actalent serves many of the Fortune 500.Diversity, Equity & InclusionAt Actalent, diversity and inclusion are a bridge towards the equity and success of our people. DE&I are embedded into our culture through:Hiring diverse talentMaintaining an inclusive environment through persistent self-reflectionBuilding a culture of care, engagement, and recognition with clear outcomesEnsuring growth opportunities for our peopleThe company is an equal opportunity employer and will consider all applications without regard to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.If you would like to request a reasonable accommodation, such as the modification or adjustment of the job application process or interviewing process due to a disability, please email actalentaccommodation@actalentservices.com for other accommodation options.",Entry level,Full-time,Production,Business Consulting and Services,3874808121
23rd Group,Recruiter Coordinator (ENTRY LEVEL) (Partial Work From Home),Entry level,"Job DescriptionWe are seeking a highly motivated Vendor Recruiting Coordinator to join our growing team. This position will report directly to the Vendor Relations Manager and handle a wide range of responsibilities. The ideal candidate will assist with recruiting technicians and tradespeople, negotiating with vendors, and have a professional demeanor while communicating effectively.This position will interact with other departments, vendors, suppliers, and insurance brokers on a daily basis; therefore, we offer a great work/life balance and a competitive compensation package including PTO, Medical, Dental, Vision and 401K match.Position Responsibilities:Proactively source, recruit, and vet vendors across industries – particularly in HVAC, electrical contracting, plumbing, masonry, and other similar trades. Conduct phone calls throughout the entire day; recruiting/cold calls, phone screening, and vendor interviewing. Manage the flow of potential technicians through the recruitment process. Maintain relationships and favorable contacts with current and potential vendors. Handle incoming vendor calls, inquiries, and emails. Manage the on-boarding process by obtaining the appropriate insurance, contracts and other related paperwork to ensure the vendor meets the required compliance standards. Negotiate subcontractor agreements and pricing. Take ownership and manage subcontractor relationship. Ensure subcontractor compliance to agreement terms and conditions, company policies, and standards on a continuous basis. Facilitate regular communication with subcontractors to ensure that key performance indicators are achieved and maintained. Resolve subcontractor account disputes. Qualifications:Ideal candidate will have 2+ years of highly interactive customer-service or recruiting experienceStrong communication, organizational and interpersonal skillsExcellent PC skills (Excel, Word, PowerPoint, internet)High- Energy, positive attitude, ability to think outside the boxAbility to handle multiple projects and support multiple recruiting requestStrong negotiation skills are a mustExtreme attention to detail and time managementCompany DescriptionInc. 5000 list the fastest growing privately-held companies in the US. 23rd Group has been recognized on the Inc 5000 list for the 3rd consecutive year.23rd Group is an innovative company offering a full range of construction and facility management services to enable multi-site companies manage diverse real estate portfolios. We uniquely tailor our services to meet the evolving challenges associated with building, expanding and maintaining national facilities.Our teams in vendor management, sourcing, dispatch management, maintenance repairs & service, and construction management leverage their relationships with more than 3,000 service providers and contractors to serve over 12,000 customer locations in retail, restaurants, medical, banking, petroleum, and other commercial sectors.Inc. 5000 list the fastest growing privately-held companies in the US. 23rd Group has been recognized on the Inc 5000 list for the 3rd consecutive year. 23rd Group is an innovative company offering a full range of construction and facility management services to enable multi-site companies manage diverse real estate portfolios. We uniquely tailor our services to meet the evolving challenges associated with building, expanding and maintaining national facilities. Our teams in vendor management, sourcing, dispatch management, maintenance repairs & service, and construction management leverage their relationships with more than 3,000 service providers and contractors to serve over 12,000 customer locations in retail, restaurants, medical, banking, petroleum, and other commercial sectors.",Entry level,Full-time,Human Resources,Facilities Services,3874895385
Actalent,Field Research Assistant,Entry level,"Hiring a Field Research Assistant for a great agriculture company in Woodland, CA. Monday-Friday  7am to 3pm/3:30pm OR 6am to 2pm/2:30pm  Seasonal opportunity to gain experience for a top scientific agriculture company. Job Description Support the Woodland Research Station central team with multi crop seed filling, seed preparation sampling and data collection preparation activities and data collection.  Operate and install devices and support specialized remote and proximal sensing equipment. Supervise and train others in these technologies.  Follow specific protocols to collect, analyze and distribute large volumes of data.  Supervise part-time employee crews to complete field activities according to protocols.  Availability for overtime during peak seasons of planting, flowering and harvest.  Contribute to maintaining a safe and respectful work environment. ﻿Qualifications Candidates with field research and experience working outside is ideal  Will take science degree with related academic expereince or no degree but 2-3 years experience in field research in agriculture or farming About ActalentActalent is a global leader in engineering and sciences services and talent solutions. We help visionary companies advance their engineering and science initiatives through access to specialized experts who drive scale, innovation and speed to market. With a network of almost 30,000 consultants and more than 4,500 clients across the U.S., Canada, Asia and Europe, Actalent serves many of the Fortune 500.Diversity, Equity & InclusionAt Actalent, diversity and inclusion are a bridge towards the equity and success of our people. DE&I are embedded into our culture through:Hiring diverse talentMaintaining an inclusive environment through persistent self-reflectionBuilding a culture of care, engagement, and recognition with clear outcomesEnsuring growth opportunities for our peopleThe company is an equal opportunity employer and will consider all applications without regard to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.If you would like to request a reasonable accommodation, such as the modification or adjustment of the job application process or interviewing process due to a disability, please email actalentaccommodation@actalentservices.com for other accommodation options.",Entry level,Contract,"Research, Analyst, and Information Technology",Business Consulting and Services,3874694437
Actalent,Project Coordinator,Entry level,"Description:Our client is looking for someone to join their production planning team in Dallas. They are looking for someone who has a background in Mechanical piping this could be in the field or in an office. This position would be a coordinator who would take feedback from the field team to create a package and join project planning meetings. This is an office-based position but need to have knowledge of Mechanical piping, values, fleeting, bells, pipe fitting, detailing, etc. As well as being very tech-savvy because they use their own software to create the packages.Skills:mechanical, piping, Project coordination, Construction, Data entry, Construction administration, mep, detailingAdditional Skills & Qualifications:Mechanical Piping, Construction, Manufacturing, Mechanical, Revit, detailing, drop box, VDC, CoordinatorAbout ActalentActalent is a global leader in engineering and sciences services and talent solutions. We help visionary companies advance their engineering and science initiatives through access to specialized experts who drive scale, innovation and speed to market. With a network of almost 30,000 consultants and more than 4,500 clients across the U.S., Canada, Asia and Europe, Actalent serves many of the Fortune 500.Diversity, Equity & InclusionAt Actalent, diversity and inclusion are a bridge towards the equity and success of our people. DE&I are embedded into our culture through:Hiring diverse talentMaintaining an inclusive environment through persistent self-reflectionBuilding a culture of care, engagement, and recognition with clear outcomesEnsuring growth opportunities for our peopleThe company is an equal opportunity employer and will consider all applications without regard to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.If you would like to request a reasonable accommodation, such as the modification or adjustment of the job application process or interviewing process due to a disability, please email actalentaccommodation@actalentservices.com for other accommodation options.",Entry level,Contract,Other,Business Consulting and Services,3874809832
Actalent,Clinical Trials Specialist,Entry level,"Description:Clinical Study Specialist supports Clinical Study Leads on overall execution of global clinical trials (both internally sourced studies and studies outsourced to CROs).Schedules and coordinates meetings, prepares agendas, presentation materials and minutes for clinical study team meetings and other study related meetingsCollates data for assessments such as feasibility and site selection and reviews site usability databaseContributes to review of study documents such as informed consent forms, case report forms and facilitates study document reviews per company standard operating proceduresCompiles study manuals including but not limited to: study reference binders and manuals and maintains versioning of study reference materials (e.g., regulatory, pharmacy, and laboratory bindersTrial Master File reconciliations; manages and maintains the eTMF, ensures scheduled reports are received (1572, re-portable changes, financial disclosures), Tracks and monitors close out activities – study close-out documents (1572s, Investigational Product reconciliation, Financial Disclosures, etc.) and CRA close-out visitsTracks site activation, enrollment and monitoring visits to projected plans, and escalate any issues or delays with site activation or deviations from monitoring planMonitors and updates investigator/site status for the trial, and supports with clinical trial registry postingsContributes to line listings review for Blind Data Review Meeting (BDRM)May manage or contribute to oversight of Third Party Vendors (TPV)Participates in Standard Operating Procedures (SOPs) revisions or departmental initiativesAdditional Skills & Qualifications:site level is ok with 4+ years2+ years of clinical trials experience (Pharma experience preferred)2+ years of managing Trial Master File2+ Experience supporting CTMs on CRO management2+ years of Taking Meeting MinutesBachelors Degree minimumExperience Level:Entry LevelAbout ActalentActalent is a global leader in engineering and sciences services and talent solutions. We help visionary companies advance their engineering and science initiatives through access to specialized experts who drive scale, innovation and speed to market. With a network of almost 30,000 consultants and more than 4,500 clients across the U.S., Canada, Asia and Europe, Actalent serves many of the Fortune 500.Diversity, Equity & InclusionAt Actalent, diversity and inclusion are a bridge towards the equity and success of our people. DE&I are embedded into our culture through:Hiring diverse talentMaintaining an inclusive environment through persistent self-reflectionBuilding a culture of care, engagement, and recognition with clear outcomesEnsuring growth opportunities for our peopleThe company is an equal opportunity employer and will consider all applications without regard to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.If you would like to request a reasonable accommodation, such as the modification or adjustment of the job application process or interviewing process due to a disability, please email actalentaccommodation@actalentservices.com for other accommodation options.",Entry level,Contract,"Research, Analyst, and Information Technology",Business Consulting and Services,3874696471
Actalent,CAD Designer,Entry level,"Description:We are currently seeking CAD Designer to assist with projects in our Bethlehem, and Poconos offices. We provide consulting, civil engineering, structural engineering, environmental and surveying services in Pennsylvania, as well as Maryland and New Jersey.Must Haves:Proficiency in AutoCAD and Civil 3DUnderstanding of pipe networks, grading tools, vehicle tracking tools, corridors, alignments, and profilesMinimum of 2 years of experience in: design and drafting of land development plans, preparing grading plans, utility plans, and roadway design/profilingExperience in stormwater, ESPC, and PCSM design and preparation of PennDOT roadway and right-of-way plans a plusAbility to provide specific examples of projects completed and samples of workSkills:Autocad, Drafting, Design, Cad, civil 3d, stormwater, land development, roadway design, utility plan, wastewater, Survey, StructureExperience Level:Intermediate LevelAbout ActalentActalent is a global leader in engineering and sciences services and talent solutions. We help visionary companies advance their engineering and science initiatives through access to specialized experts who drive scale, innovation and speed to market. With a network of almost 30,000 consultants and more than 4,500 clients across the U.S., Canada, Asia and Europe, Actalent serves many of the Fortune 500.Diversity, Equity & InclusionAt Actalent, diversity and inclusion are a bridge towards the equity and success of our people. DE&I are embedded into our culture through:Hiring diverse talentMaintaining an inclusive environment through persistent self-reflectionBuilding a culture of care, engagement, and recognition with clear outcomesEnsuring growth opportunities for our peopleThe company is an equal opportunity employer and will consider all applications without regard to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.If you would like to request a reasonable accommodation, such as the modification or adjustment of the job application process or interviewing process due to a disability, please email actalentaccommodation@actalentservices.com for other accommodation options.",Entry level,Full-time,"Design, Art/Creative, and Information Technology",Business Consulting and Services,3874699881
