company,job title,level,full description,seniority level,employment type,job function,industries,job id
GLC Group,Travel RN - ED - Emergency Department,Mid-Senior level,"GLC On-The-Go is seeking a travel nurse RN ED - Emergency Department for a travel nursing job in Washington, District of Columbia.Job Description & RequirementsSpecialty: ED - Emergency DepartmentDiscipline: RNStart Date: 04/29/2024Duration: 13 weeks36 hours per weekShift: 12 hours, nightsEmployment Type: TravelGLC On-The-Go Job ID #25909926. Pay package is based on 12 hour shifts and 36.0 hours per week (subject to confirmation) with tax-free stipend amount to be determined. Posted job title: RN:Emergency Department (ER),19:00:00-07:00:00About GLC On-The-GoAt GLC, we’re more than a staffing partner. We’re advocates for elevating healthcare – recruiting, vetting, and onboarding top professionals who bring hospital departments, doctors, and patients a passion for excellence. For nearly 20 years, we’ve matched the finest candidates with great opportunities, and helped institutions manage their staffing needs more efficiently, effectively, and affordably. At GLC , we take pride in doing right for both our candidates and our clients.BenefitsWeekly payGuaranteed Hours401k retirement planCompany provided housing optionsReferral bonusMedical benefitsDental benefitsVision benefits",Mid-Senior level,Part-time,Health Care Provider,Hospitals and Health Care,3876302998
NuWest Group,Travel Allied Health Professional - Sterile Processing Technician,Entry level,"NuWest Travel Nursing is seeking a travel Sterile Processing Technician for a travel job in Santa Monica, California.Job Description & RequirementsSpecialty: Sterile Processing TechnicianDiscipline: Allied Health ProfessionalStart Date: 04/29/2024Duration: 13 weeks40 hours per weekShift: 8 hours, eveningsEmployment Type: TravelPerks: Allied - Sterile Tech in Santa Monica, CA and are interviewing ASAP. This is a travel assignment, 5x8 Evenings position at a great facility. Pay Range: $1253.55 - $1474.77/wk Benefits include medical, dental, vision, 401K, weekly direct deposit and moreAllied - Sterile Tech in Santa Monica, CA and are interviewing ASAP. This is a travel assignment, 5x8 Evenings position at a great facility. Pay Range: $1253.55 - $1474.77/wk Benefits include medical, dental, vision, 401K, weekly direct deposit and moreNBSTSA and/or NCCT required BLS required No call",Entry level,Full-time,Other,Hospitals and Health Care,3876310392
Sea Mar Community Health Centers,Behavioral Health Receptionist,Entry level,"Sea Mar Community Health Centers, a Federally Qualified Health Center (FQHC) founded in 1978, is a community-based organization committed to providing quality, comprehensive health, human, housing, educational and cultural services to diverse communities, specializing in service to Latinos in Washington State. Sea Mar proudly serves all persons without regard to race, ethnicity, immigration status, gender, or sexual orientation, and regardless of ability to pay for services. Sea Mar's network of services includes more than 90 medical, dental, and behavioral health clinics and a wide variety of nutritional, social, and educational services. We are recruiting for the following position:Sea Mar is a mandatory COVID-19 and flu vaccine organizationBH Receptionist - Posting #26282Hourly Rate: $20.00Position Summary:Sea Mar Behavioral Health is seeking a full time, customer service-oriented Receptionist for its Everett Silverlake Child and Family Clinic. Sea Mar is a community-based organization that specializes in service to Latinos in WA State. The Child & Family clinic is a dynamic program that provides outpatient mental health services to children and adultsThe ideal candidate must have good office management, interpersonal and problem-solving skills. This position will be responsible for greeting clients, answering calls, processing and triaging information via phone, in-person, electronic health record and fax. This position will also provide administrative assistance to site manager and other office staff as needed. Must be able to work traditional M-F in office schedule 8am-5pmQualifications:High School diploma or GED and related work experience.Bilingual (Spanish/English) is required.Behavioral health and medical office experience is required.Ability to demonstrate knowledge of Microsoft office, general computer navigation and typing skills.Excellent organizational skills, including ability to copy, track, and file documents as needed.Must have excellent multitasking and effective communication skills.What We Offer:Sea Mar offers talented and motivated people the opportunity to work in a dynamic and growing community health organization. Working at Sea Mar Community Health Centers is more than just a job, it’s a fulfilling career with opportunity for advancement. The fringe benefits surpass most companies. For example, Full-time employees working 30 hours or more, receive an excellent benefit package of:MedicalDentalVisionPrescription coverageLife InsuranceLong Term DisabilityEAP (Employee Assistance Program)Paid-time-off starting at 24 days per year + 10 paid Holidays.We also offer 401(k)/Retirement options and an exciting opportunity to work in a culturally diverse environment.How to Apply:To apply for this position, complete the online application and click SUBMIT or APPLY NOW. If you have any questions regarding the position, email Gloria Johnston, Program Manager, atSea Mar is an Equal Opportunity EmployerPosted 3/28/2024External candidates considered after 4/2/2024This position is represented by Office and Professional Employees International Union (OPEIU).Please visit our website to learn more about us at www.seamar.org. You may also apply through our Career page at Powered by JazzHRHcYB879Zjx",Entry level,Full-time,Administrative,Internet Publishing,3876186588
Sunstates Security,Weekend Security Officer - Part Time - 1st Shift - $15/hr,Entry level,"OverviewJoin one of the fastest-growing and largest privately held security companies in the U.S.! Since 1998, Sunstates Security has established a reputation for providing excellent customer service and quality work environments for its team across the country. We're committed to hiring, developing, and retaining a diverse and exceptionally qualified workforce.We reinvest in our employees by offering a benefits package that exceeds industry standards, career growth opportunities, extensive internal training, employee incentive programs, team recognition, and more. Employees are provided with the tools and knowledge they need to be successful and hands-on management support.Recent national awards received by Sunstates include Outstanding Contract Security Company in 2022 & 2023 and INC’s America’s Fastest Growing Private Companies list.Sunstates Security’s mission and vision statement are at the heart of everything we do, focusing all efforts on honor, integrity, and trust. If you're searching for a career with challenging and rewarding opportunities, we invite you to explore the possibilities at Sunstates Security. As a proactive security partner for some of the country's leading companies and organizations, we provide careers for talented people to become part of a successful, growing company.Job Skills / RequirementsHIRING IMMEDIATELYSunstates Security is currently hiring a Part-Time Weekend Security Officer in the Orlando, FL area. This position offers a pay rate of $15/hr, paid weekly.RequirementsActive Florida D Unarmed Security License Excellent customer service skillsProfessional appearanceA Security Officer may perform a multitude of duties as specified by the Post Orders and Standard Operating Procedures (SOP). The Security Officer will read and become extremely knowledgeable of Post Orders and SOP, and will be able to act quickly and efficiently according to such directives. Sun123Education Requirements (Any)High School diploma or equivalentCertification Requirements (All)Florida D LicenseAdditional Information / BenefitsOnly candidates who meet our rigorous employment standards and who are excellent matches for open positions (as personally verified by Site Managers) are invited to join our security team.We are proud to be an Equal Opportunity Employer and supporter of our military veterans!Benefits: 401K/403b Plan",Entry level,Part-time,"Other, Information Technology, and Management",Security and Investigations,3876300937
U.S. Department of Veterans Affairs,Health System Specialist (Credentialing & Privileging Analyst),Mid-Senior level,"SummaryResponsible for conducting analytical reviews, managing and tracking data, and serving as an advisor on key processes related to the Credentialing and Privileging (C&P) program. Applies analytical and evaluative methods and techniques for assessing the effectiveness, efficiency, and compliance of key program processes and makes recommendations to leadership for improving policies, processes and procedures.Learn more about this agencyHelpDutiesResponsible for the implementation, maintenance, and update of Focused Professional Practice Evaluations (FPPE) and Ongoing Professional Practice Evaluations (OPPE) monitoring systems in support of all divisions of the VAMC; for providers in full-time, part-time, temporary, intermittent, contract, without compensation (WOC) and fee basis appointments in accordance with VHA C&P directives, handbooks and policies; Joint Commission (TJC) Standards; and State and Federal Regulations. Duties include, but are not limited to:Analyzes clinical evaluation plans to assure that they meet standards and are thorough and appropriate to measure and document the clinical competence of the Licensed Independent Practitioner (LIP).Assembles complete packages for Medical Staff Committee Process.Gathers, analyzes, documents and tracks program data from beginning to end ensuring program compliance.Conducts analytical assessments for program processes and procedures; and manages data collection and reporting outcomes.Participates in the development of OPPE, FPPE and privilege forms.Generates and analyzes facility Report Cards.Identifies issues and recommends corrective actions to supervisor, VAMC leaders, or administrative support personnel as appropriate and estimates compliance timelines for resolution.Evaluates Joint Commission standards, Federal and State Regulations, and new VA directives, memos, policies, notices and procedures and determines their impact on the FPPE and OPPE and other key components of the C&P program.Ensures initiation, completion and compliance of FPPE and OPPE clinical evaluations to include providing guidance and assistance in accordance with all requirements and standards and monitoring the evaluations' status.Conducts audits on provider time-limited credentials, provider C&P two part folders, the provider exit review monitoring system, privileging documents, the FPPE and OPPE tracking systems, credentialing program training requirements, telehealth providers monitoring system, and any Committee recommended actions.Manages special projects for new program initiatives and requirements and for process improvements and changes; provides data analysis support; leads in implementation practices and procedures.Work Schedule: Monday-Friday 8:00 am - 4:30 pmTelework: Available. VA supports the use of telework as a way to help attract and retain talented individuals in public service, increase worker productivity, and better prepare the agency to operate during emergencies. This position may be authorized for telework. Telework eligibility will be discussed during the interview process.Virtual: This is not a virtual position.Position Description/PD#: Health System Specialist (Credentialing & Privileging Analyst)/PD99877SRelocation/Recruitment Incentives: Not AuthorizedPermanent Change of Station (PCS): Not AuthorizedFinancial Disclosure Report: Not requiredHelpRequirementsConditions of EmploymentYou must be a U.S. Citizen to apply for this jobSelective Service Registration is required for males born after 12/31/1959You may be required to serve a probationary periodSubject to background/security investigationSelected applicants will be required to complete an online onboarding processParticipation in the seasonal influenza vaccination program is a requirement for all Department of Veterans Affairs Health Care Personnel (HCP)Participation in the Coronavirus Disease 2019 (COVID-19) vaccination program is a requirement for all Veterans Health Administration Health Care Personnel (HCP) - See ""Additional Information"" below for details.QualificationsTo qualify for this position, applicants must meet all requirements by the closing date of this announcement, 03/25/2024.Individual Occupational Requirement: To meet the basic qualification of the 0671 Health System Administration Occupational Series:Possess an undergraduate or graduate level degree with a major study in hospital administration, public health administration, or related fields such as business or public administration with course work in health care administration; OR,Possess progressively responsible analytical or administrative, or clinical management or supervisory experience in the health care field. This work may have been performed in an operating health care facility or a higher organizational echelon with advisory or directional authority over such facilities. Work must have involved a close working relationship with facility managers and analysis and/or coordination of administrative, clinical, or other service activities, and provided knowledge of the following: missions, organizations, programs, and requirements of health care delivery systems; regulations and standards of various regulatory and credentialing groups; and government-wide, agency; and facility systems and requirements in various administrative areas such as budget, personnel, and procurement; OR,Completed an agency-sponsored on-the-job training program that was a formal individualized training plan within a health care system and included: Assignments providing a knowledge of basic health system administration philosophies, practices, and procedures, and basic government administrative policies and requirements; Practical assignments providing an opportunity to apply health system administration skills and principles (as the individual progresses, work assignments must be characteristic of the grade level to which he or she is assigned); and Oversight by an experienced health system administrator with periodic evaluation of the individual's progress and appropriate adjustment of the training program. *Proof of successful completion of an agency-sponsored on-the-job training program is required.In addition to meeting the Individual Occupational Requirement (IOR), you may qualify based on your experience and/or education as described below: GS-09 Experience and/or Education:Specialized Experience: You must have one year of specialized experience equivalent to at least the next lower grade GS-07 in the normal line of progression for the occupation in the organization. Examples of specialized experience would typically include, but are not limited to: knowledge and understanding of joint commission standards related to credentialing and privileging; evaluate and explain policy and handbooks related to healthcare standards; advising providers and management on required documentation for credentialing and privileging; tracking compliance for healthcare standards; reviewing credentialing and privileging documentation for accuracy and compliance; compiling and reviewing data for discrepancies; managing special projects; analyzing reports to ensure they meet standards.Education: Applicants may substitute education for the required experience. To qualify based on education for this grade level you must have a masters or equivalent graduate degree or 2 full years of progressively higher-level graduate education leading to such a degree, OR, a related LL.M or J.D to the work of the position.Combination Experience/Education: Applicants may also combine education and experience to qualify at this level. You must have an combination of specialized experience and education beyond one (1) year of graduate education. To calculate, first identify the percentage of required education you have earned (when substituting, you cannot use the first year of graduate education). Then identify the percentage of required experience you possess. Add the two percentages. The total percentage must equal at least 100 percent to qualify. Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religions; spiritual; community; student; social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience.Note: A full year of work is considered to be 35-40 hours of work per week. Part-time experience will be credited on the basis of time actually spent in appropriate activities. Applicants wishing to receive credit for such experience must indicate clearly the nature of their duties and responsibilities in each position and the number of hours a week spent in such employment.Physical Requirements: The work is mostly sedentary. Occasionally, light physical effort may be required, such as that involved with walking, stair climbing, and carrying of light office items.For more information on these qualification standards, please visit the United States Office of Personnel Management's website at https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/.EducationA transcript must be submitted with your application if you are basing all or part of your qualifications on education.If you are basing your qualifications on education (or a combination of education and experience) or if the position requires a college education to qualify, you must submit a copy of your transcripts with your application. Your official or unofficial transcript must reflect: name of the college or university, full address of the college or university, your name, class title(s) with the number of credits earned/completed, the degree received, if applicable, and date degree conferred. A copy of your certificate/degree or screenshot of your current classes are not a replacement of your transcript and they will not be used in the qualifying process.Note: Only education or degrees recognized by the U.S. Department of Education from accredited colleges, universities, schools, or institutions may be used to qualify for Federal employment. You can verify your education here: http://ope.ed.gov/accreditation/. If you are using foreign education to meet qualification requirements, you must send a Certificate of Foreign Equivalency with your transcript in order to receive credit for that education. For further information, visit: https://sites.ed.gov/international/recognition-of-foreign-qualifications/.Additional informationPursuant to VHA Directive 1193.01, VHA health care personnel (HCP) are required to be fully vaccinated against COVID-19 subject to such accommodations as required by law (i.e., medical, religious or pregnancy). VHA HCPs do not include remote workers who only infrequently enter VHA locations. If selected, you will be required to be fully vaccinated against COVID-19 and submit documentation of proof of vaccination before your start date. The agency will provide additional information regarding what information or documentation will be needed and how you can request a legally required accommodation from this requirement using the reasonable accommodation process.If you are unable to apply online or need an alternate method to submit documents, please reach out to the Agency Contact listed in this Job Opportunity Announcement.VA Healthcare System Serving Ohio, Indiana and Michigan (VISN 10) advocates for a Whole Health System of care in each of the Medical Centers. This is an approach to healthcare that empowers and equips people to take charge of their health and well-being and live their lives to the fullest. As an employee operating in a Whole Health System of care, you will operate in a model with three core elements, seeking to create a personalized health plan for each Veteran. This is done in the context of healing relationships and healing environments and a connection back to the Veteran's community. This aligns with the Veterans Health Administration (VHA) Mission Statement to Honor America's Veterans by providing exceptional health care that improves their health and well-being.Read more HelpReview our benefits John D Dingell Department of Veterans Affairs Medical Center4646 John R StreetDetroit, MI 48201US",Mid-Senior level,Full-time,Health Care Provider,Hospitals and Health Care,3876322802
AdventHealth,Account Representative,Not Applicable,"All the benefits and perks you need for you and your family:  Paid Days Off from Day One Student Loan Repayment Program Career Development Whole Person Wellbeing Resources Mental Health Resources and SupportOur Promise To YouJoining AdventHealth is about being part of something bigger. It’s about belonging to a community that believes in the wholeness of each person, and serves to uplift others in body, mind and spirit. AdventHealth is a place where you can thrive professionally, and grow spiritually, by Extending the Healing Ministry of Christ. Where you will be valued for who you are and the unique experiences you bring to our purpose-minded team. All while understanding that together we are even better.Schedule: Full TimeShift: DaysThe community you’ll be caring for: AdventHealth Tampa AdventHealth Pepin Heart Institute, known across the country for its advances in cardiovascular disease prevention, diagnosis, treatment and research. Surgical Pioneers - the first in Tampa with the latest robotics in spine surgery Building a brand new, six story surgical and patient care tower which will ensure state of the art medical and surgical car for generations to come Awarded the Get With The Guidelines - Stroke GOLD Quality Achievement Award from the American Heart Association/American Stroke Association and have been recognized as a recipient of their Target: Stroke Honor Roll for our expertise in stroke care. We have also received certification by The Joint Commission in collaboration with the American Stroke Association as a Primary Stroke Center.The Role You’ll ContributeActively participates in outstanding customer service and accepts responsibility in maintaining relationships that are equally respectful to all. Under general supervision, is responsible for processing insurance claims, expediting billing and payments for insurance claims. Processes daily and special reports, unlisted invoices and letters, error logs, stalled reports and aging. Performs outgoing calls and correspondence to patients and insurance companies to obtain necessary information for accurate billing. Responds to incoming calls from Insurance companies requesting additional information and/or checking status of billings. Adheres to AdventHealth Corporate Compliance Plan and to all rules and regulations of all applicable local, state and federal agencies and accrediting bodies.The Value You’ll Bring To The Team Works all assigned insurance payers to ensure proper reimbursement on patient accounts to expedite resolution. Processes administrative, technical appeals, request refunds when applicable, reinstatements and rejections of insurance claims. Ensures proper escalation is met when account receivable is not collected in a timely manner. Completes account follow up daily, maintaining established goal (s), and notifies Assistant Supervisor, when necessary, of issues preventing achievement of such goal(s). Ensures our corporate goals are met by consistently keeping our account receivables below our corporate standard. Analyzes daily correspondence (denials, underpayments) to appropriately resolve issues. Responds to written correspondence received from Payer and/or Patients. Is responsible to stay current on all active, assigned accounts which prevents abandonment, uncollected account receivables. Assists Customer Service area with patient concerns/questions to ensure prompt and accurate resolution is achieved. Ensures we foster a team-spirited approach while interacting with co-workers, peers, management, etc. Stays committed to delivering superior customer service to our patients.QualificationsThe expertise and experiences you’ll need to succeed: High school diploma or GED Three (3) years of knowledge in HMO PPO/Commercial, Medicare or Medicaid/Government payers or business office setting.This facility is an equal opportunity employer and complies with federal, state and local anti-discrimination laws, regulations and ordinances. The salary range reflects the anticipated base pay range for this position. Individual compensation is determined based on skills, experience and other relevant factors within this pay range. The minimums and maximums for each position may vary based on geographical location.",Not Applicable,Full-time,Other,Hospitals and Health Care,3876311865
City of South Fulton GA,DEPUTY DIRECTOR CULTURAL AFFAIRS,Mid-Senior level,"GENERAL STATEMENT OF JOBThis classification plans, promotes, organizes, and assists in directing the activities of the Department of Cultural Affairs.Essential FunctionsSPECIFIC DUTIES AND RESPONSIBILITIESIn coordination with the Director, oversees the administration and management of arts programs, including budgeting, staffing, facilities, and operations.Help develop and implement strategic initiatives and policies to promote departmental goals and long-term planning.Assists in the development of departmental budgets; analyzes and monitors budgets to ensure services are appropriate and effective.Responsible for day-to-day operations management of staff and facilities.Provide leadership to a diverse team of artists and administrators, promoting professional development and a culture of excellence. Monitors projects, programs, and activities to ensure services parallel the plan of action concerning schedule, attendance, personnel, costs, safety, and participation.Establish and maintain successful relationships with other City of South Fulton departments and agencies.Cultivate and maintain connections with local artists and community leaders to foster collaborations and support for cultural projects.Serve as an advocate for the department within the government and the broader community, representing the department at public, private, and civic events.Stay informed of trends, issues, and opportunities in the arts sector to guide policy and program development.Actively participates in the planning and facilitating of community events to safeguard the public's trust and safety.Guides the development and maintenance of community volunteers for the various divisions to supplement staff and resources as well as create a fellowship with special interest groups within the community.Gathers, analyzes, and evaluates usage of facilities and program attendance. Evaluate the results of overall operations and service levels and provide regular reports to the Director.Additional FunctionsPerforms other related duties as required.MINIMUM EDUCATION AND TRAININGRequires a Bachelor's degree in Arts, Recreation, Park Management, Public Administration or related field supplemented by seven (7) years of progressively responsible experience arts administration; or an equivalent combination of education, training and experience that provides the required knowledge, skills and abilities. Preferred Qualifications : The ideal candidate would have knowledge and experience implementing a cultural policy and operating the arts as a business. Previous experience in managing the operations of an entertainment and arts venue is a plus. Existing relationships with local promoters and tourism groups would be extremely beneficial to this position.Must possess and maintain a valid state driver’s license with an acceptable driving history.Minimum Qualifications And Standards RequiredKnowledge, Skills, and Abilities:The ability to refrain thinking and priorities calmly and rapidly in an emergency situation.Organized and detail-oriented with skills required for planning and execution of departmental goals.Effective oral and written communication skills demonstrating sensitivity to a diversity of people and perspectives.Authentic relationship building with a focus on a collaboration mindset.Highly motivated and disciplined with the capacity to work independently.Big picture and creative thinker who focuses on long-term strategic goals and overall positive community impact.Ability to prioritize and follow through to meet deadlines.Proficiency in database management and ability to adapt to up-to-date and new software.Physical RequirementsThis position classifies the physical exertion requirements as light physical effort in sedentary to light work, but which may involve some lifting, carrying, pushing and/or pulling of objects and materials of light weight (5-10 pounds). Tasks may involve extended periods of time at a keyboard or workstation. Some tasks require the ability to communicate orally. Essential functions are regularly performed without exposure to adverse environmental conditions.",Mid-Senior level,Full-time,Other,Government Administration,3873978027
Professional Diversity Network,Marine Field Testing Manager,Entry level,"Yamaha has an excellent opportunity for a Marine Field-Testing Manager to join our Marine team. This position can be based out of our Yamaha Offshore Endurance Center in Jacksonville, FL or our Marine Testing Facility located in Bridgeport, AL. The Marine Field-Testing Manager is responsible for leading and overseeing all aspects of the on-water testing facilities, including workload management, resource planning, and the establishment of safe and efficient work procedures. Also tasked with driving the technical and career development of site staff to ensure continuous growth and excellence within the team.What You'll Be DoingEstablish and support leadership team with maintaining a safe and efficient work environment for staff and visitors.Oversee site schedule to ensure on-time and accurate results.Ensure facilities are compliant with all required regulations and guidelines.Establish Environmental Health and Safety committee requirements along with YMUS safety teams.Create annual OPEX and CAPEX budgets for sites and work with Site Managers to accurately forecast monthly spending to meet annual budgets.Review and approve site's Quarter Billings and other internal chargeback documentation for submission to requestors.Develop and execute a strategic vision for the testing department, setting clear objectives and goals for each testing site.Develop and implement preventative maintenance schedule, safety protocols and emergency response plan.Manage design, construction and maintenance of dynamometers, and other testing assets while ensuring precise instrumentation and calibration.Ensure site security and confidentiality.Direct the management of departmental assets, encompassing boats, trucks, tools, supplies, and other resources.Ensure proper technical training to continuously improve site staff's capabilities.Foster and sustain a strong sense of morale among team members.Decision Making ResponsibilityResponsible for all on-water testing facilities decisions under the direction of the Division Manager.What You Need To Be SuccessfulBachelor's degree in engineering or related field.3-5 years of managerial/supervisor experience7-10 years of testing experience, Marine experience helpfulMust be proficient in Microsoft Suite (Outlook, Excel, PowerPoint, and Word)Strong leadership and team management skills.Proven experience in facilities specifications, construction, and management.Strong understanding of product development processes.Experience in marine industry testing.Excellent communication and interpersonal skills.Familiarity with relevant regulatory requirements and safety standards.Must be able to adapt to diverse cultures.Must be able to work in a fast-paced, sometimes ambiguous environment.Don't meet every single requirement? Studies have shown that women and underrepresented minorities are less likely to apply to jobs unless they meet every single qualification. At Yamaha, we understand that talent comes in various forms, as such we are dedicated to building a diverse, inclusive, and authentic workplace. If you're excited about this role but your past experience doesn't align perfectly with every qualification in the job description, we encourage you to apply anyway. You may be just the right candidate for this or other roles!What's In It For You401(k) and Profit Sharing Fertility Benefits 37.5 hour work-week Medical, Dental, Vision Life and AD&D Insurance Wellness Program Short-Term Disability Coverage (for hourly roles) Long-Term Disability Student Debt Repayment Benefits Ability to borrow Yamaha product Reports to:  Division Manager - YMUS Marine TestingYamaha Motor Corporation, USA is proud to be an equal opportunity employer. All applicants will be considered for employment without attention to race, color, religion, sex, sexual orientation, gender identify, national origin, veteran or disability or any other status protected by federal, state, or local law. We celebrate diversity and are committed to creating an inclusive environment for all employees.PDN-9b9c7eb0-a23e-4afc-bdfb-e14c7b4fbfe5",Entry level,Full-time,"Other, Information Technology, and Management",Staffing and Recruiting,3876149884
Boston Children's Hospital,Clinical Research Assistant II,Associate,"The Fetal-Neonatal Neuroimaging and Developmental Science Center at Boston Children's Hospital is seeking a full-time research assistant for the NIH funded project on development, implementation and testing of novel, time-efficient in vivo imaging techniques for pediatric magnetic resonance imaging (MRI). Great organizational and interpersonal communication skills, as well as attention to details are required. Prior research experience involving recruitment of, or working with sensitive clinical populations with chronic neurological diseases (e.g. brain tumors), as well as IRB preparation and maintenance, is desired. Candidates with a strong interest in learning more about the technical aspects of MRI acquisition and image analysis and/or pediatric brain tumors, would excel in this position. This position might include regular after hour study sessions.This Clinical Research Assistant II Will Be Responsible ForRecruiting, consenting, and scheduling children (with or without pediatric brain tumors) for research MRI scans that are to be run at the end of their clinical MRI visit.Helping with the preparation of IRB protocol applications, submitting amendments and all other regulatory documentation requiring review by the IRB. Maintaining and updating information as required by Hospital and Sponsor/NIH guidelines.Performing data collection at the study visit (e.g. questionnaires and other TBD documents) and helping to ensure that the research MRI scans are properly acquired and that the images are properly saved.Making sure that all investigators at the different research sites involved in this multi-centered project (Boston Children’s Hospital, Dana-Farber Cancer Institute and Massachusetts General Hospital) are up to date with their scheduled tasks. Helping with the organization and the agenda of the periodic progress reports and providing study-related updates as requested.Building and maintaining study databases.Primarily working with the assigned associated staff and investigators in this project, although there might be overlap and interaction with other studies within the Center.Provides positive and effective customer service that supports departmental and hospital operations.Contributes to the teamwork within and between departments and organizations.In order to qualify, you must have:Knowledge of principles, and concepts typically acquired through completion of a Bachelor's or Master's degreeOne year of relevant, post-graduate work experience.Excellent interpersonal skills required for working with project leadership, clinicians, staff, patients, and families in a professional and respectful manner.Ability to work independently and as part of a team.Strong verbal and written communication skills.Excellent organizational skills and ability to prioritize tasks in a fast-paced hospital environment.Proficiency in Microsoft Word, Power Point, Excel.Experience in research and project management. Past experience in a biomedical related field is preferred but not required.Work requires the analytical skills to resolve problems that require the use of basic scientific, mathematical, or technical principles.Work requires the ability to exchange information on factual matters, schedule appointments, greet families, explain hospital policies, and/or relay messages to appropriate personnel. This type of interaction requires courtesy and tact when dealing with patients, visitors and/or hospital employees. More sensitive situations may be referred to others as appropriate.This is an excellent opportunity for anyone considering graduate study in clinical or developmental medicine, obstetrics or maternal-fetal medicine, cognitive neuroscience or neurology, neuroimaging, or biomedical imaging.",Associate,Full-time,Other,"Hospitals and Health Care, IT Services and IT Consulting, and Research Services",3876341332
CDK Global,Sr Product Mgr,Not Applicable,"Position SummaryAssists in shaping individual product strategy & in the creation of relevant business cases. Accountable for the full product lifecycle from ideation to end-of-life.  Responsible for determining interdependencies in the broader CDK product lines & ecosystem. Voice of the customer & market for the product organization. Ensures that user personas & product requirements are defined and reflected in user stories. May also own and/or assist in Epic development. Working with Scrum Master and agile team on backlog grooming and ensures that timely decision making on product requirement trade-offs.Supervision and AutonomyConducts complex & important work.Operates with moderate supervision, little instruction on day-to-day work & general instruction on new projects.Analyzes solutions using standard procedures. Product Knowledge Maintains awareness of competition & product differentiators. Continuously builds product management skills.Leverages industry, org, customer knowledge to interpret & drive internal/ customer requirements. LeadershipLeads product requirements & works daily with agile team(s) defining users stories/Features (Epics).Acts as a resource for junior staff (peer-to-peer)Impact ResultsSuccessful execution has impact on overall product deliverables & may also impact cross-connected uses cases & related customer & business outcomes.Has moderate impact on commitments & issues are likely to cause moderate disruption to the business.Successful execution has impact on overall product deliverables & may also impact cross-connected uses cases & related customer & business outcomes. Has moderate impact on commitments & issues are likely to cause moderate disruption to the business.Position Responsibilities & Essential functionTranslate product vision into prioritized & deliverable Features (Epics) and user stories (based on feedback from dealers/customers & analysis of user & buyer personas) to deliver differentiated customer outcomes.Manage the backlog for sprint teams, partnering with R&D/scrum master in prioritization, supporting full lifecycle from definition, beta, showcase & retrospectives.Work with product marketing to develop product’s value proposition, features/benefits.Monitor & adapt to key product success metrics (e.g. adoption, profitability, NPS, market share growth)Invest in gaining expertise of the market, user personas, functional & domain knowledge.Develop & prioritize the Features (Epics) & user stories based on user/market requirements, strategy & business plan. Support business case development.Collaborate with other Product Managers to ensure the product remains aligned with overall CDK product strategy & deliverables. QualificationsPreferred:Deep knowledge in creating Features (Epics) & user stories, driving end-to-end execution of product releases. Strong written & verbal communication skills. Ability to facilitate customer communications. Ability to listen & consider the points of view of others, collaborate & build consensus within cross-functional areas.Participated in business case creation & aligning requirements to business outcomes.Strong track record of product execution in dynamic environment.Travel up to 25% of time.Education/ExperienceBachelor’s degree in Computer Science, Business, Engineering, or equivalent industry experience  3-5+ years of Product Owner or Product Management and/or equivalent experience in Enterprise SaaS, full lifecycle management.Experience in Agile software/DevOps methodologies & working with globally distributed teams.Compensation: $115,000.00 - $130,000.00 + BonusCDK Global is committed to fair and equitable compensation practices. Compensation packages are based on several factors, including but not limited to skills, experience, certifications, and work location.  The total compensation package for this position may also include annual performance bonus, benefits and/or other applicable incentive compensation plans.We offer Medical, dental, and vision benefits in addition to:Paid Time Off (PTO)401K Matching ProgramTuition ReimbursementAt CDK, we believe inclusion and diversity are essential in inspiring meaningful connections to our people, customers and communities. We are open, curious and encourage different views, so that everyone can be their best selves and make an impact. CDK is an Equal Opportunity Employer committed to creating an inclusive workforce where everyone is valued. Qualified applicants will receive consideration for employment without regard to race, color, creed, ancestry, national origin, gender, sexual orientation, gender identity, gender expression, marital status, creed or religion, age, disability (including pregnancy), results of genetic testing, service in the military, veteran status or any other category protected by law.Applicants for employment in the US must be authorized to work in the US.  CDK may offer employer visa sponsorship to applicants.",Not Applicable,Full-time,Production,Computer Hardware Manufacturing,3876338649
