company,job title,level,full description,seniority level,employment type,job function,industries,job id
HomeFront Brands,Content Writer,Entry level,"Job DescriptionCompany: HomeFront BrandsJob Title: Content WriterWork Location: Huntersville, NCDirect Report: VP of MarketingCompany Overview: Homefront Brands is a leading property services platform of franchise brands located in Huntersville, NC. We currently have five different brands (with plans for more) operating on our platform and over 160 locations across the United States and Canada. Our mission is to be the growth engine for aspiring entrepreneurs, established business builders and our veterans to create and enhance the American dream of building a better future, through the application of our world class franchise models.Job Summary:We're looking for a talented Content Writer responsible for producing written materials that engage, inform, and attract the target audience. Collaborating with multiple teams across the organization, the Content Writer will help grow the brand strategy through written and verbal storytelling for 6 brands (and growing), to obtain new customers and grow profitability. You must have strong writing skills and the ability to adapt your style to suit the different brands. This position reports to the Content Manager.Key Responsibilities:Content Creation: Produce high-quality, original, and compelling content for various mediums, such as articles, blog posts, website copy, social media posts, email campaigns, press releases, and more. Research: Conduct thorough research on diverse topics to gather relevant information and ensure the accuracy and credibility of the content. Audience Understanding: Understand the target audience and tailor content to address their interests, preferences, and pain points. SEO Optimization: Incorporate relevant keywords and optimize content for search engines to improve organic visibility and rankings. Editing and Proofreading: Review and edit content for grammar, punctuation, spelling, and coherence to maintain a high standard of quality. Content Planning: Collaborate with content strategist and brand marketing team, to develop content plans and calendars aligned with business objectives. Content Promotion: Participate in content distribution and promotion strategies to increase readership and engagement across various platforms. Trend and Industry Awareness: Stay updated with industry trends, best practices, and emerging technologies to produce relevant and timely content. Adaptability: Adjust writing style and tone to match the brand voice and the requirements of different content types and platforms. Collaborative Approach: Work closely with graphic designers, video editors, and other team members to create multimedia content when needed. Qualifications:Writing Proficiency: Demonstrated excellent writing skills with a strong command of grammar, syntax, and vocabulary. Research Skills: Ability to conduct in-depth research and gather information from credible sources. Creativity: Capacity to generate innovative and engaging content ideas. Adaptability: Capability to adapt writing style and tone to suit different audiences and platforms. SEO Knowledge: Familiarity with SEO best practices and keyword optimization techniques. Time Management: Efficiently manage multiple projects and meet deadlines. Collaboration: Work well within a team, accepting feedback and contributing to the creative process. Portfolio: A portfolio showcasing previous writing work and expertise is often beneficial. A bachelor's degree in English, Journalism, Communications, Marketing, or related fields is typically preferred but not always mandatory. Proven experience as a content writer, copywriter, or related role is advantageous, whether through internships, freelance work, or employment. Benefits:Generous 401(k) Matching: HFB provides a robust 401(k) plan with a 100% match for the first 3% of an employee's contributions and a 50% match for the next 2%. Comprehensive Health Coverage: Access to health insurance to ensure the well-being of our team members. Employer Contribution to HSA: HFB contributes towards the Health Savings Account (HSA), promoting financial health. Dental and Vision Coverage: Enjoy the benefits of dental and vision insurance for a complete healthcare package. Life Insurance: HFB provides life insurance coverage, demonstrating our commitment to the security of our employees. Company Performance Bonus Plan: In addition to competitive salaries, employees are eligible for a bonus plan based on company performance. Paid Time Off (PTO): Take advantage of our PTO policy to maintain work-life balance and recharge. Paid Holidays: Celebrate 11 paid holidays throughout the year, giving you time to relax and enjoy special moments. Company DescriptionHomefront Brands offers community-based franchise opportunities that inspire and support you to make an immediate and lasting transformational impact.Homefront Brands offers community-based franchise opportunities that inspire and support you to make an immediate and lasting transformational impact.",Entry level,Full-time,"Marketing, Public Relations, and Writing/Editing",Consumer Services,3874899095
Motion Recruitment,Compensation Analyst,Associate,"Our client, a large national insurance company, is looking to hire a compensation analyst to join their team remotely!***This role starts as a 4 month contract and could extend or convert FTE after***Seeking Temporary Compensation Analysts (LTI Data Cleaners) to join the Rewards Data Intelligence (RDI) practice. Hours will be 40 hours a week is a contract role as mentioned above.It is a remote rolePerformance Objectives:- Review long-term incentive compensation plan data collected in compensation surveys- Read company proxy statements and plan documents describing company's long-term incentive plans (e.g., stock options)- Review data submitted to the survey for accuracy and completeness- Communicate with clients via telephone or e-mail to resolve discrepancies/issues with the data-Enter/update data in proprietary database- Training will be providedThe Requirements- The qualified candidate will have a strong background in consulting or corporate HR, and/or compensation related work (education and related experience is acceptable)- Strong skills in mathematics, Long Term Incentive (LTI) data analysis, or Proxy work is a plus- Must be detail orientated and have strong PC expertise utilizing a database- Candidates will be expected to make a commitment to the full cycle of the assignment",Associate,Contract,Human Resources,Insurance,3875032923
Selected,Instructional Specialist (Hiring for Multiple Specialties),Mid-Senior level,"Free job-searching + PD for educators. Find a school you love!Position DescriptionSeeking Instructional Specialists at multiple partner school sites (school-specific role descriptions available upon profile approval).Role Types Available:Curriculum SpecialistLiteracy CoachInstructional CoachSchool Orientation and Mobility SpecialistSpeech Language PathologistHow To ApplyCreate a single profile at  with any of our hiring schools that meet your preferences. Only one application is needed to be considered by all relevant schools—our schools will then reach out to you with their matching vacancies and directions.About Schools + Support on Selected Create a complimentary account to learn about and connect with our schools that match your search preferences. Access our library of educator resources to help you thrive in your position.We accept applications on a rolling basis and encourage candidates to apply as soon as possible to avoid missing opportunities at the best-fit hiring schools.Why ApplyCandidates accepted onto our free platform will be:Marketed to hiring schools matching your position-search preferences (names, resumes, and contact information shared only with schools you actively choose to connect with)Fast-tracked as pre-screened, priority candidates with a recommendation to hiring managers as a pre-screened, Selected-approved candidateApproved to access our full library of educator resources (blog, course modules, webinars, and more) on everything from acing the teacher interview to classroom managementProvided with 1:1 candidate search support to turn to for interview prep and professional development opportunitiesGiven the option to job-search in private-modeQualifications + EligibilityFor our team to review and approve your profile application, you must:Be currently located AND authorized to work in the USCurrently reside in (or willing to relocate to) one of our school regionsJob TypeFull-time (May also have Part-Time and Contract positions available)Salary RangeCompetitive; varies by role type and schoolPowered by JazzHRjPTUoCNvFd",Mid-Senior level,Full-time,Education and Training,Internet Publishing,3874885432
GL Seaman & Company,Interior Construction Project Manager,Mid-Senior level,"Job DescriptionGL Seaman & Company is adding a Project Manager to its Interior Construction team representing DIRTT Environmental Solutions. DIRTT is the leader in pre-fabricated custom interior construction including walls, floors, ceilings, modular power and networks. We create beautiful workspaces. We provide extraordinary service to our clients, and we believe in hiring the best talent. If you have experience in interior construction, we'd like to hear from you.The Interior Construction Project Manager is responsible for bringing the customers’ vision to reality. They will represent our business interests on job sites ensuring a positive customer experience from start to finish. Success is achieved by being detail-oriented, hardworking, responsible, resourceful, and pro-active with a can-do attitude and problem-solving nature. You must be a self-starter, possess an energetic personality, think on your feet, work well independently and in conjunction with the Interior Construction team and be committed to creating extraordinary customer experiences.The Construction Project Manager is involved in the project from the start to consult with general contractors and other vendors to keep things moving smoothly. They will simultaneously manage multiple projects from order acceptance through the completion of the project. They will represent DIRTT by GL Seaman at the job-site by providing a stellar customer experience and ensuring the installation is carried out seamlessly.Working closely with the Sales Associate and Designer, and often times, the customer or customers’ general contractor, the Project Manager will facilitate all aspects of installation for our clients. This roles requires exceptional attention to detail while overseeing multiple jobs with various deadlines.Key Responsibilities include:Review and understand production drawings for accuracy with a thorough understanding of entire scope of projectManage all aspects of project schedulesManage all aspects of installation and deliveryServe as primary on-site contactConduct site surveys and verify field dimensions for accuracyUnderstand all local code requirements including construction, millwork, and power/dataManage project costs through RFI/change order processesRecord and submit deficiencies to the manufacturerCommunicate with clients, general contractors, and other project managersDedicate to learning DIRTT capabilities and project execution proceduresPossess a high HQ – “Hospitality Quotient” – we are in the service business – making others feel good, makes you feel good. Preferred Qualifications:Experience with prefab/modular solutions (walls, floors, power/data, etc.) a plusAbility to read and interpret construction drawings and floor plansExpertise in construction methodology and the building processPracticed and positive interpersonal and organizational skills with ability to foster and leverage relationships; comfortable interfacing with clients, architects, general contractors, vendors and internal teamAble to multitask efficiently in fast-paced environment with a sense of urgencyMust be extremely organized, with good time management skills and the ability to work independentlyExceptional customer service skills with a passion to provide solutions to meet client needsMust be results oriented with focus on accomplishments and long and short-term goalsExcellent written and oral communication skillsIntermediate fluency of Microsoft Office Suite; experience with AutoCAD or other 3D software a plusAssociate or Bachelor’s degree in Project Management, or Construction preferred2-3 years minimum experience, or in a related industry a plus3 years Construction background is preferredThis is a fluid position in/out of the office requiring reliable transportation to travel to local client locations, job sites, etc.Company Hours: M-F 8:30am-5:00pm | This is a fulltime, exempt, salaried position. | Generous Benefits AvailableCompany DescriptionAbout GL Seaman & Company | www.glsc.comGL Seaman & Company is a Platinum Award Winning MillerKnoll Certified Dealer and preferred partner for DIRTT prefabricated construction solutions. For nearly four decades, GL Seaman remains committed to providing extraordinary customer experiences and representing the highest quality office furnishings and interior constructions options available. Rich in design heritage, MillerKnoll continues to create timeless modern office furniture.DIRTT Environmental Solutions offers highly customizable, sustainable architectural interiors that can be reconfigured easily to meet changing space planning needs. DIRTT's wall, millwork, power and network solutions are product neutral and designed by and for our clients. Our walls go far beyond any demountable walls before them. Leveraging technology to bring to life new construction practices, DIRTT solutions improve not only the way people build and interact with their surroundings, but they also drastically reduce construction waste and are flexible to meet ever-changing client demands.As one of the largest full services dealers in the Southwest, GL Seaman & Company works tirelessly at maintaining its standing as one of the top dealerships in North America. We have been recognized for excellence in all phases of our operation and have managed numerous global, national and regional projects for some of the nation's best known companies.GL Seaman is a woman-owned business with offices located in Dallas and Fort Worth, Texas, and a premiere DIRTT showroom in Plano, Texas. We work with many of the area's best known commercial, government and healthcare customers, partnering with their design firms to create workspaces that are beautiful, efficient and enduring.GL Seaman & Company is a welcoming work environment that has attracted and retained some of the best talent in our industry. We offer competitive salaries and many generous benefits.GL Seaman & Company is an inclusive Equal Opportunity Employer. We maintain a drug-free workplace and perform background checks and pre-employment substance abuse testing. We thank all interested candidates, however only those selected for an interview will be contacted.About GL Seaman & Company | www.glsc.com GL Seaman & Company is a Platinum Award Winning MillerKnoll Certified Dealer and preferred partner for DIRTT prefabricated construction solutions. For nearly four decades, GL Seaman remains committed to providing extraordinary customer experiences and representing the highest quality office furnishings and interior constructions options available. Rich in design heritage, MillerKnoll continues to create timeless modern office furniture. DIRTT Environmental Solutions offers highly customizable, sustainable architectural interiors that can be reconfigured easily to meet changing space planning needs. DIRTT's wall, millwork, power and network solutions are product neutral and designed by and for our clients. Our walls go far beyond any demountable walls before them. Leveraging technology to bring to life new construction practices, DIRTT solutions improve not only the way people build and interact with their surroundings, but they also drastically reduce construction waste and are flexible to meet ever-changing client demands. As one of the largest full services dealers in the Southwest, GL Seaman & Company works tirelessly at maintaining its standing as one of the top dealerships in North America. We have been recognized for excellence in all phases of our operation and have managed numerous global, national and regional projects for some of the nation's best known companies. GL Seaman is a woman-owned business with offices located in Dallas and Fort Worth, Texas, and a premiere DIRTT showroom in Plano, Texas. We work with many of the area's best known commercial, government and healthcare customers, partnering with their design firms to create workspaces that are beautiful, efficient and enduring. GL Seaman & Company is a welcoming work environment that has attracted and retained some of the best talent in our industry. We offer competitive salaries and many generous benefits. GL Seaman & Company is an inclusive Equal Opportunity Employer. We maintain a drug-free workplace and perform background checks and pre-employment substance abuse testing. We thank all interested candidates, however only those selected for an interview will be contacted.",Mid-Senior level,Full-time,Project Management and Information Technology,Furniture and Home Furnishings Manufacturing,3874851438
Patterned Learning Career,SQL Developer,Entry level,"SQL Developer - Remote Job, 1+ Year ExperienceAnnual Income: $55K - $65KA valid work permit is necessary in the US/CanadaAbout us: Patterned Learning is a platform that aims to help developers code faster and more efficiently. It offers features such as collaborative coding, real-time multiplayer editing, and the ability to build, test, and deploy directly from the browser. The platform also provides tightly integrated code generation, editing, and output capabilities.Description:As an SQL Developer, you will play a crucial role in designing, implementing, and optimizing database solutions, enabling efficient data storage, retrieval, and manipulation. You will collaborate with cross-functional teams to understand data requirements and deliver effective solutions that meet our clients needs. This is a unique opportunity to work on diverse projects, tackle complex data challenges, and make a significant impact in the world of data.Responsibilities:Collaborate with stakeholders to gather data requirements and translate them into efficient SQL queries, stored procedures, and functions. Design, develop, and maintain database schemas, ensuring data integrity, security, and performance. Write complex SQL queries for data extraction, transformation, and loading (ETL) processes. Optimize SQL queries and database performance, identifying and resolving bottlenecks and inefficiencies. Develop data validation and quality assurance processes to ensure accuracy and reliability. Collaborate with cross-functional teams to integrate SQL code into applications and reporting systems. Conduct data analysis to identify trends, patterns, and insights that drive business decisions. Stay up-to-date with the latest trends and advancements in SQL and database technologies. Requirements:Bachelors degree in Computer Science, Information Technology, or a related field. Proven experience as an SQL Developer or Database Developer, working with complex databases. Strong proficiency in SQL and experience with relational databases (e.g., MySQL, Oracle, SQL Server). Solid understanding of database design principles, data modeling, and normalization. Proficiency in writing complex SQL queries, stored procedures, and functions. Experience with performance optimization and tuning of SQL queries and database indexing. Familiarity with ETL processes and tools (e.g., SSIS, Informatica) is a plus. Knowledge of data warehousing concepts and dimensional modeling is desirable. Strong problem-solving skills and the ability to analyze complex data requirements. Excellent attention to detail and a commitment to delivering high-quality solutions. Effective communication and collaboration skills to work with cross-functional teams. Why Patterned Learning LLC?Patterned Learning can provide intelligent suggestions, automate repetitive tasks, and assist developers in writing code more effectively. This can help reduce coding errors, improve productivity, and accelerate the development process.The pattern recognition is particularly relevant in the context of coding. Neural networks, especially deep learning models, are commonly employed for pattern detection and classification tasks. These models simulate human decision-making and can identify patterns in data, making them well-suited for tasks like code analysis and generation.",Entry level,Full-time,Information Technology,IT Services and IT Consulting,3875016467
Savage Arms Inc.,Director of Engineering,Director,"Headquartered in Westfield, Massachusetts, Savage Arms has been producing firearms for more than 125 years. Savage is one of the world's largest manufacturers of hunting, competition and targeting shooting centerfire and rimfire rifles, and shotguns. Our firearms are best known for accuracy, performance and innovation. The entrepreneurial spirit that originally defined the company is still evident in its ongoing focus on continuous innovation, craftsmanship, quality and service. Learn more at www.savagearms.com We currently have an opening for a Director of Engineering in our Engineering department. In this position, the Director is expected to be responsible for the direction and control of all engineering functions. Duties include development and recommendations of policy, methods and procedures, management of operations, supervision of personnel and other similar duties pertaining to engineering management.   ESSENTIAL FUNCTIONS:Direct and control the operations of the engineering functions. Develop, recommend, implement, monitor and ensure that policies, methods, and procedures for each operation area are being followed.  Continually evaluate the engineering process and impact on the overall operation. Provide insight and vision as to the strategic direction for the technical and design aspects of the product. Develop both long and short term goals and objectives for the department and individuals. Ensure proper staffing of the units and training for individuals.  Maintain and ensure the integrity and safety of engineering plans, processes and designs.  Develop annual budget requests and administer approved budget for the department, programs and projects. Provide effective project management to assure that identified tasks and projects are properly organized, planned, executed and reported. Provide technical and operations guidance to subordinates; establish priorities and time lines. Monitor projects and ensure timely and accurate completion. Review project work to ensure specifications are met. Participate in and/or handle engineering projects of a complex nature. Allocate personnel resources to ensure all routine and high priority work is accomplished. Maintain a working liaison with other departments. Provide effective support, communication and assistance with the inspection, manufacturing, materials and service functions of the organization, to permit focused and effective results.Perform other similar duties inherent to the position of Director of Engineering or as requested and required by the VP Operations.   MINIMUM QUALIFICATIONS:BS in Engineering Discipline with MS preferred, along with 10+ years engineering experience with 5+ years managing in a Manufacturing environment.Duties require effective verbal and written communication skills, visual acuity to both written material and computer screen data, and effective interpersonal skills, and the physical ability to work and move in factory environment.  Savage Arms is an Equal Employment Opportunity/Affirmative Action employer.All qualified applicants will receive consideration for employment without regard to race, color, religion, sex including sexual orientation and gender identity, national origin, disability, protected Veteran Status, or any other characteristic protected by applicable federal, state, or local law.",Director,Full-time,Engineering and Information Technology,Sporting Goods Manufacturing,3875012901
"Consumer Product Testing Company, Inc.",Analytical Chemist,Mid-Senior level,"Job DescriptionOne of the nation’s largest independent testing facilities seeks an Analytical Chemist with a minimum 2 years experience testing products for the pharmaceutical, nutritional cosmetic, personal care, medical device or allied industries. The position requires a working knowledge of testing products in a GMP regulated facility.Responsible for performing physical, chemical and instrumental techniques on APIs, raw materials and finished products according to schedule. Must have the technical ability to understand client requirements and assist in the preparation of testing protocols.Run instrumentation such as, but not limited to: ICP-MS, HPLC, GC, UV, IR, AA, DSC, KF on products according to compendial, client and internal methodologies. Prepare standards and samples for analysis. Perform physical, chemical and instrumental techniques on APIs, raw materials and finished products. Execute method transfer and validation protocols. Document work clearly and accurately. Perform technical writing and peer review as needed. Operates and maintains laboratory equipment and instrumentation required for cGMP analysis of samples. Capable of working in a fast paced environment. Education And ExperienceBachelor's degree in chemistry or other related degree, preferred. Minimum 2 years of product testing experience in a GMP laboratory. ICP-MS/OES experience preferred. Previous data acquisition software (Totalchrome, Empower, etc.) experience required. Excellent scientific and organizational skills. Strong communication skills (written and oral) with an attention to detail. Ability to learn new techniques, multitask, follow instructions and comply with SOPs. Self motivated and have the ability to work independently and as part of a team. Authorization to work in the United States indefinitely without restriction or sponsorship. Physical Requirements and Working Conditions:Ability to stand/sit in office and laboratory environment. Ability to use a personal computer and Microsoft Office (Word, Excel, Outlook) experience required. Vision accuracy and color detection are required for this positionAbility to wear/use personal protective equipment as required such as lab coat, goggles, gloves, masks, etc. Ability to lift up to 30 lbs. Company DescriptionConsumer Product Testing Company is a worldwide leader in the contract laboratory testing of cosmetics, personal care, pharmaceuticals, medical devices and specialty chemicals. Since 1975, our staff has assisted clients with their testing needs from conception to completion. Our technical staff has extensive experience that is used to assist clients through each phase of the testing process. Our Quality Assurance and Regulatory staff monitors compliance to our internal SOPs and applicable regulations. We attribute our growth to our dedication to the needs of our clients. Well known for our superior customer service, we become an integral part of our clients' team, providing timely, reliable, accurate, and reproducible results.Consumer Product Testing Company is a worldwide leader in the contract laboratory testing of cosmetics, personal care, pharmaceuticals, medical devices and specialty chemicals. Since 1975, our staff has assisted clients with their testing needs from conception to completion. Our technical staff has extensive experience that is used to assist clients through each phase of the testing process. Our Quality Assurance and Regulatory staff monitors compliance to our internal SOPs and applicable regulations. We attribute our growth to our dedication to the needs of our clients. Well known for our superior customer service, we become an integral part of our clients' team, providing timely, reliable, accurate, and reproducible results.",Mid-Senior level,Contract,"Research, Analyst, and Information Technology",Pharmaceutical Manufacturing,3874878382
Hueman Private Equity Talent Solutions,Director Corporate Development,Director,"Aldinger is hiring for a remote-based Director of Corporate Development (M&A). As the Director of Corporate Development, you play a crucial role in leading and executing the strategic initiatives that align with Aldinger’s growth and expansion goals. The Director of Corporate Development will report directly to the CFO as well as work closely with senior executives, legal teams, financial advisors, and various stakeholders to drive successful transactions that align with Aldinger’s strategic decision-making. This role will support the CFO in building and tracking financial models, as well as integrating acquired entities into the existing business structure.As the Director of Corporate Development, you will:Collaborate closely with CFO and executive leadership to define the company's merger and acquisition strategy and objectives.Assist in sourcing, assessing, and evaluating potential merger and acquisition opportunities that align with the company's strategic goals and growth objectives.Analyze financial statements, business plans, and market data to assess the viability and potential value of acquisition targets.Coordinate and assist in outreach activities to potential targets with senior executives.Collaborate with legal and financial advisors to ensure compliance with regulatory requirements and industry standards.Develop tools used to optimize and evaluate historical, current, and future merger and acquisition transactions.Aid in developing integration strategies to smoothly transition acquired entities into the existing business operations.Assist in developing and maintaining financial models to simulate various business scenarios and support strategic decisions.Lead annual budgeting process to establish financial goals and objectives.Monitor actual financial results against budgets and forecasts, identifying and addressing variances.Aid in conducting in-depth financial analysis to provide insights into business performance and trends.Support CFO in making necessary adjustments to integration strategies and business plans based on performance metrics.Build relationships with internal and external stakeholders, including investors, legal advisors, and financial institutions.In order to be successful in the role you must possess:A Bachelor’s degree in business administration, Finance, or a related field.A minimum of 4 years of experience in similar roles, ideally in investment banking and/or private equityExcellent negotiation, critical thinking, communication, and interpersonal skills.Strong understanding of financial analysis, strategic initiatives, valuation techniques and deal structuring.Demonstrates a willingness to take on new tasks with a general attitude that no task is too small, impossible, or cannot be improved.Strategic thinking and ability to align merger and acquisition activities with overall business objectives.Ability to work effectively independently, in cross-functional teams, and manage complex projects.Intellectual curiosity and hunger to learn and collaborate.Comfortability and flexibility to travel as needed.The Director of Corporate Development is multifaceted, requiring a combination of strategic thinking, financial acumen, and negotiation skills. This role plays a pivotal role in assisting in the company's growth trajectory through well-executed mergers and acquisitions activities.With 50 years under our belt, we at Aldinger are filled with gratitude and pride. Since 1972, we have been providing top-quality calibration services for test and measurement equipment in Texas and beyond. Over the years we have stayed true to our commitment to excellence, constantly updating our processes and equipment to ensure that we are always at the forefront of our field. If you are ready to work for an innovative and growing organization, please apply today!",Director,Full-time,Business Development,Manufacturing,3875066048
Rust Belt Recruiting,Field Service Technician (High Voltage),Entry level,"Job DescriptionTitle: Field Service Technician (High Voltage)Shift: Day Shift, will be traveling domestically around the US and sometimes internationallyPay: $27.00 to $30.00+/hr, perks included with travelingWho we are:Our client manufactures custom magnetics including transformers, reactors, chokes, inductors, and custom enclosures. They are looking to grow their team at their facility near Warren, OH.Field Service Technician (High Voltage) Role:We are looking for a field service technician that will be traveling to customer sites to assist with machines and equipment. This will include travel around the United States and internationally.Field Service Technician (High Voltage) Responsibilities:Installation, repair, and maintenance of induction power supplies, coils, furnaces, refractory linings, water systems, hydraulic systems, pneumatic systems, material handling equipment, and PLCs. Works with AC circuitry ranging from 480 to in excess of 3000 VAC, and DC circuitry ranging from 680 – 3,000 VDC. Good customer relation skills, as pertaining to the servicing of such equipment, are also required. Complete service reports using Microsoft Word, and expense reports using Microsoft Excel. Travel is mandatory, domestic and international, as necessary to perform these services in our customers' sites, and may be as much as 80% of the time on the job with occasional travel in excess of 4 weeks continuous. As required, train less experienced personnel, handle customer calls, look up customer drawings, and assist the Service Department support staff in any way necessary during the normal course of business. May also be required to work in assembly or test departments, and perform other duties as assigned by his/her direct supervisor. Accountability and good judgment are vital to this position. Mature decision making is a desired quality. Decisions are required; employee must analyze facts and determine action using a wide range of procedures but within limits of standard practice. Must fully understand the complete realm of safety issues associated with working on high-voltage electrical circuitry, and with working in industrial locations. Additionally, must make sound judgments with respect to company liability issues. Must understand that as a Service Engineer he/she is the most visible employee of the client that a customer sees, and good interpersonal skills are a very important part of this job. The employee must be able to deal with a variety of different persons under high stress conditions and must be able to assure those customers of their ability, as a representative of the client, to solve their problems. Must dress and act per company policies and use good business practices. Must follow all company procedure, and use discretion and good judgment with regard to confidential information pertaining to Customers, Company plans, designs, blueprints, development programs, etc. Will be in possession of company owned equipment and must use good judgment in maintaining and protecting this equipment. All equipment must be returned to the client upon termination from employment for any reason. About You:A college degree in Electrical/Electronics Engineering Technology or equivalent is preferred One-year work experience in an industrial environment is desirable. Benefits:401(k)Dental insuranceHealth insurancePaid time offReferral programVision insurance#ZRBR",Entry level,Full-time,Management and Manufacturing,Staffing and Recruiting,3874859583
Northside Imports Inc.,Porsche Product Manager,Mid-Senior level,"Job DescriptionOverall supervision of the product line.Manage of OEM feature database and other shared automotive product resources.Work with internal automotive team and OEM partners to support new automotive service feature requirements.Facilitate inventory turnover and product availability by reviewing and adjusting inventory levels and production schedules.Bring new products to market by analyzing proposed product requirements.Determine product pricing by utilizing market research data; reviewing production and sales costs; anticipating volume; costing special and customized ordersAssess market competition by comparing the company’s product to competitors’ productsCompany DescriptionFounded in 1985, Northside Imports is the leading independent importer and distributor of European auto parts in the country. With genuine, OEM and high-quality aftermarket replacement parts covered from the 1960’s to 2019, we pride ourselves on stocking the right inventory for our customers. Our parts include AUDI BMW LAND ROVER MERCEDES MINI PORSCHE SAAB SPRINTER VOLVO VOLKSWAGEN. Our knowledgeable sales and purchasing teams will get you the right parts with great customer service. We offer same day delivery and nationwide shipping from each of our 10 locations. As a European Auto Parts Sales Specialist, you are responsible for providing superior customer service and assisting the store in achieving expected sales goals through in-store execution of various programs, initiatives and standards. An individual in this position will be expected to perform additional related job responsibilities as needed and assigned.Founded in 1985, Northside Imports is the leading independent importer and distributor of European auto parts in the country. With genuine, OEM and high-quality aftermarket replacement parts covered from the 1960’s to 2019, we pride ourselves on stocking the right inventory for our customers. Our parts include AUDI BMW LAND ROVER MERCEDES MINI PORSCHE SAAB SPRINTER VOLVO VOLKSWAGEN. Our knowledgeable sales and purchasing teams will get you the right parts with great customer service. We offer same day delivery and nationwide shipping from each of our 10 locations. As a European Auto Parts Sales Specialist, you are responsible for providing superior customer service and assisting the store in achieving expected sales goals through in-store execution of various programs, initiatives and standards. An individual in this position will be expected to perform additional related job responsibilities as needed and assigned.",Mid-Senior level,Full-time,Product Management and Marketing,Motor Vehicle Manufacturing,3874888819
Green Key Resources,Human Resources Coordinator,Associate,"Join an esteemed organization based in Jersey City, NJ, as an HR Coordinator on a temporary basis. This role offers a unique opportunity to contribute to the HR team's success in supporting the organization's human capital needs. The position provides a hybrid work schedule and competitive compensation ranging from $30 to $40 per hour, commensurate with experience.Role Overview:As an HR Coordinator, you will play a vital role in supporting various HR functions, including onboarding, offboarding, employee inquiries, and general HR operations. This temporary role allows you to showcase your expertise in HR processes and contribute to the organization's success during this critical period.Responsibilities:Facilitate the onboarding and offboarding processes for new hires and departing employees, ensuring a seamless experience.Address new hire inquiries related to benefits, payroll, internal systems, and other HR-related matters, providing timely and accurate information.Collaborate with the HR team on day-to-day operations and strategic initiatives, contributing to the overall HR strategy.Assist with administrative tasks such as preparing reports, updating employee documentation, and managing HR-related correspondence.Maintain accurate employee records and information in the HRIS system, ensuring data integrity and confidentiality.Provide exceptional customer service by promptly responding to employee questions, managing the HR email inbox, and addressing requests.Support the coordination of employee events across various office locations, fostering a positive and engaging work culture.Contribute to other HR operational duties and projects as needed, demonstrating flexibility and a proactive approach.Requirements:Minimum of 2 years of experience in an HR Assistant or Coordinator role, with a solid understanding of HR processes and best practices.Proficiency in Microsoft Office suite (Word, Excel, PowerPoint, Outlook), with the ability to learn new systems quickly.Strong judgment and attention to detail, ensuring accuracy and compliance in HR-related tasks and processes.Excellent written and verbal communication skills, with the ability to communicate effectively with employees at all levels.Ability to work independently, prioritize tasks, and manage time effectively in a dynamic work environment.Strong organizational skills and the ability to handle multiple responsibilities while maintaining a high level of professionalism and confidentiality.",Associate,Contract,Human Resources and Administrative,"Human Resources Services, Broadcast Media Production and Distribution, and Pharmaceutical Manufacturing",3875033818
Rust Belt Recruiting,Sales Engineer,Entry level,"Job DescriptionTitle: Sales EngineerShift: Day ShiftTravel: Less than 10%Salary: $70,000 - $90,000 based on skills and abilitiesWho we are:Our client is an independently owned and operated manufacturer of cold-headed fasteners providing fasteners for many industrial consumer applications, including automotive, truck and trailer, farming equipment, material handling equipment, recreational vehicles, and sports equipment.Sales Engineer Role:As a Sales Engineer, you will focus on managing all requests for quotes, as well as have responsibility or managing select house accounts. In this role, you will act as a primary contact for day-to-day communications with the independent sales representatives regarding new and existing business. In addition, this position will also act as support for various sales and service activities, with the primary focus on sales growth with new and existing customers.Sales Engineer Responsibilities:Oversee the RFQ pipeline to ensure timely and accurate responsesObtain as much information as possible from the customer relative to potential higher value, repeatable business opportunities for targetingElevate all high potential RFQ's to assure Auto Bolt has best chance to obtain the account and/or purchase orderWork with the VP of Sales and Global Supply Chain Manager as well as related individual salespeople in determining final customer pricing on all quotation responsesResponsible to work with all functions including Operations, Quality, Engineering, and Sales to increase our win loss quoting ratio and new part repeat percentageDay to day work with independent representatives on RFQ processing, RFQ responses. Manage select house accountsPublish periodic reports and distribute as appropriate to support sales and service (to include but not limited to overall bookings, overall sales, new sales, backlog, customer survey, etc.)Enhance brand to solidify customer retention and growthBuild and maintain customer relationships at all levelsReview all purchase orders for accuracy with pricing and quantities per the related quotationBackup in order entry for Customer ServiceSetup new parts with engineering prior to APQPGo on Customer Visits/Sales Calls when deemed necessaryAttend in and out of state Trade ShowsAny other duties assigned by managementAbout You:5 years' experience in sales, customer service and/or technical position in fastener production. High School diploma or equivalent required, 4-year technical or business degree preferredProactive working skills in working with customers and salesmen on current and future business opportunitiesCommunicates topics clearly and concisely in both verbal and written formatsClear, concise thinker, able to represent Auto Bolt's interest in a clear, calm, and confident mannerStrong decision-making abilitiesAbility to multi-task activities and shift prioritiesA strong understanding of our product lines and their applicationsAbility to read and interpret blueprints and industry specificationsProficient in Microsoft Office with ability to quickly learn ERP and CSM systemsAbility to travel up to 10%Additional Information:We offer a competitive salary, incentive, and benefit plan to eligible employees. Benefits include: medical, dental, life insurance, short- and long-term disability, Flexible spending accounts and 401(k).#INDRBR#ZRBR",Entry level,Full-time,Sales and Business Development,Staffing and Recruiting,3875009501
